round_number,team_name,product_id,slot_name,product_name,forecast_units,actual_demand_units,actual_sales_units,forecast_error_units,absolute_error_units,forecast_bias_pct,mape_or_wape_value,run_id,team_count,market_scenario,market_label
5,Team 04,team_04_B,B,Axis Control,145,125.64,125,-19.36,19.36,-0.1335,0.1541,26,6,batch_026,Batch market 026
5,Team 04,team_04_C,C,Baseline Drive,0,0.0,0,0.0,0.0,0.0,0.0,26,6,batch_026,Batch market 026
5,Team 05,team_05_A,A,Starter Pop,160,112.24,112,-47.76,47.76,-0.2985,0.4255,26,6,batch_026,Batch market 026
5,Team 05,team_05_B,B,Club Value,129,77.23,77,-51.77,51.77,-0.4013,0.6704,26,6,batch_026,Batch market 026
5,Team 05,team_05_C,C,Flex Edge,95,109.31,90,14.31,14.31,0.1506,0.1309,26,6,batch_026,Batch market 026
5,Team 06,team_06_A,A,Club Control,91,89.38,87,-1.62,1.62,-0.0178,0.0182,26,6,batch_026,Batch market 026
5,Team 06,team_06_B,B,Court Starter,0,0.0,0,0.0,0.0,0.0,0.0,26,6,batch_026,Batch market 026
5,Team 06,team_06_C,C,Team 06 NextGen,63,137.56,60,74.56,74.56,1.1836,0.542,26,6,batch_026,Batch market 026
6,Team 01,team_01_A,A,Club Control,76,110.14,66,34.14,34.14,0.4492,0.31,26,6,batch_026,Batch market 026
6,Team 01,team_01_B,B,Court Starter,66,98.72,57,32.72,32.72,0.4957,0.3314,26,6,batch_026,Batch market 026
6,Team 01,team_01_C,C,Club Spin,52,147.08,46,95.08,95.08,1.8285,0.6465,26,6,batch_026,Batch market 026
6,Team 02,team_02_A,A,Elite Spin Pro,132,144.97,111,12.97,12.97,0.0983,0.0895,26,6,batch_026,Batch market 026
6,Team 02,team_02_B,B,Control Tour,135,110.34,110,-24.66,24.66,-0.1827,0.2235,26,6,batch_026,Batch market 026
6,Team 02,team_02_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0,26,6,batch_026,Batch market 026
6,Team 03,team_03_A,A,Momentum Edge,108,142.14,110,34.14,34.14,0.3161,0.2402,26,6,batch_026,Batch market 026
6,Team 03,team_03_B,B,Rise Power,71,102.45,70,31.45,31.45,0.443,0.307,26,6,batch_026,Batch market 026
6,Team 03,team_03_C,C,Court Wave,0,0.0,0,0.0,0.0,0.0,0.0,26,6,batch_026,Batch market 026
6,Team 04,team_04_A,A,Vector X,109,100.11,100,-8.89,8.89,-0.0816,0.0888,26,6,batch_026,Batch market 026
6,Team 04,team_04_B,B,Axis Control,145,153.68,153,8.68,8.68,0.0599,0.0565,26,6,batch_026,Batch market 026
6,Team 04,team_04_C,C,Baseline Drive,0,0.0,0,0.0,0.0,0.0,0.0,26,6,batch_026,Batch market 026
6,Team 05,team_05_A,A,Starter Pop,147,119.59,119,-27.41,27.41,-0.1865,0.2292,26,6,batch_026,Batch market 026
6,Team 05,team_05_B,B,Club Value,129,100.52,100,-28.48,28.48,-0.2208,0.2834,26,6,batch_026,Batch market 026
6,Team 05,team_05_C,C,Flex Edge,95,132.36,90,37.36,37.36,0.3933,0.2823,26,6,batch_026,Batch market 026
6,Team 06,team_06_A,A,Club Control,0,0.0,0,0.0,0.0,0.0,0.0,26,6,batch_026,Batch market 026
6,Team 06,team_06_B,B,Court Starter,0,0.0,0,0.0,0.0,0.0,0.0,26,6,batch_026,Batch market 026
6,Team 06,team_06_C,C,Team 06 NextGen,63,173.9,61,110.9,110.9,1.7603,0.6377,26,6,batch_026,Batch market 026
7,Team 01,team_01_A,A,Club Control,76,129.35,68,53.35,53.35,0.702,0.4124,26,6,batch_026,Batch market 026
7,Team 01,team_01_B,B,Court Starter,66,115.29,58,49.29,49.29,0.7469,0.4275,26,6,batch_026,Batch market 026
7,Team 01,team_01_C,C,Club Spin,49,139.72,43,90.72,90.72,1.8514,0.6493,26,6,batch_026,Batch market 026
7,Team 02,team_02_A,A,Elite Spin Pro,122,145.5,102,23.5,23.5,0.1926,0.1615,26,6,batch_026,Batch market 026
7,Team 02,team_02_B,B,Control Tour,135,134.09,134,-0.91,0.91,-0.0068,0.0068,26,6,batch_026,Batch market 026
7,Team 02,team_02_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0,26,6,batch_026,Batch market 026
7,Team 03,team_03_A,A,Momentum Edge,100,129.72,100,29.72,29.72,0.2972,0.2291,26,6,batch_026,Batch market 026
7,Team 03,team_03_B,B,Rise Power,0,0.0,0,0.0,0.0,0.0,0.0,26,6,batch_026,Batch market 026
7,Team 03,team_03_C,C,Court Wave,0,0.0,0,0.0,0.0,0.0,0.0,26,6,batch_026,Batch market 026
7,Team 04,team_04_A,A,Vector X,109,122.77,102,13.77,13.77,0.1263,0.1121,26,6,batch_026,Batch market 026
7,Team 04,team_04_B,B,Axis Control,133,152.85,124,19.85,19.85,0.1492,0.1299,26,6,batch_026,Batch market 026
7,Team 04,team_04_C,C,Baseline Drive,0,0.0,0,0.0,0.0,0.0,0.0,26,6,batch_026,Batch market 026
7,Team 05,team_05_A,A,Starter Pop,147,141.93,141,-5.07,5.07,-0.0345,0.0357,26,6,batch_026,Batch market 026
7,Team 05,team_05_B,B,Club Value,129,119.29,119,-9.71,9.71,-0.0753,0.0814,26,6,batch_026,Batch market 026
7,Team 05,team_05_C,C,Flex Edge,87,127.29,82,40.29,40.29,0.4631,0.3165,26,6,batch_026,Batch market 026
7,Team 06,team_06_A,A,Club Control,0,0.0,0,0.0,0.0,0.0,0.0,26,6,batch_026,Batch market 026
7,Team 06,team_06_B,B,Court Starter,0,0.0,0,0.0,0.0,0.0,0.0,26,6,batch_026,Batch market 026
7,Team 06,team_06_C,C,Team 06 NextGen,63,199.2,60,136.2,136.2,2.162,0.6837,26,6,batch_026,Batch market 026
8,Team 01,team_01_A,A,Club Control,76,142.95,66,66.95,66.95,0.8809,0.4684,26,6,batch_026,Batch market 026
8,Team 01,team_01_B,B,Court Starter,66,127.37,57,61.37,61.37,0.9298,0.4818,26,6,batch_026,Batch market 026
8,Team 01,team_01_C,C,Club Spin,49,154.27,43,105.27,105.27,2.1484,0.6824,26,6,batch_026,Batch market 026
8,Team 02,team_02_A,A,Elite Spin Pro,122,162.18,102,40.18,40.18,0.3293,0.2477,26,6,batch_026,Batch market 026
8,Team 02,team_02_B,B,Control Tour,135,149.33,149,14.33,14.33,0.1061,0.096,26,6,batch_026,Batch market 026
8,Team 02,team_02_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0,26,6,batch_026,Batch market 026
8,Team 03,team_03_A,A,Momentum Edge,0,0.0,0,0.0,0.0,0.0,0.0,26,6,batch_026,Batch market 026
8,Team 03,team_03_B,B,Rise Power,0,0.0,0,0.0,0.0,0.0,0.0,26,6,batch_026,Batch market 026
8,Team 03,team_03_C,C,Court Wave,0,0.0,0,0.0,0.0,0.0,0.0,26,6,batch_026,Batch market 026
8,Team 04,team_04_A,A,Vector X,109,137.61,100,28.61,28.61,0.2625,0.2079,26,6,batch_026,Batch market 026
8,Team 04,team_04_B,B,Axis Control,133,171.2,121,38.2,38.2,0.2872,0.2231,26,6,batch_026,Batch market 026
8,Team 04,team_04_C,C,Baseline Drive,0,0.0,0,0.0,0.0,0.0,0.0,26,6,batch_026,Batch market 026
8,Team 05,team_05_A,A,Starter Pop,147,156.42,156,9.42,9.42,0.0641,0.0602,26,6,batch_026,Batch market 026
8,Team 05,team_05_B,B,Club Value,129,131.42,131,2.42,2.42,0.0188,0.0184,26,6,batch_026,Batch market 026
8,Team 05,team_05_C,C,Flex Edge,87,140.11,82,53.11,53.11,0.6104,0.379,26,6,batch_026,Batch market 026
8,Team 06,team_06_A,A,Club Control,0,0.0,0,0.0,0.0,0.0,0.0,26,6,batch_026,Batch market 026
8,Team 06,team_06_B,B,Court Starter,0,0.0,0,0.0,0.0,0.0,0.0,26,6,batch_026,Batch market 026
8,Team 06,team_06_C,C,Team 06 NextGen,63,205.15,60,142.15,142.15,2.2563,0.6929,26,6,batch_026,Batch market 026
9,Team 01,team_01_A,A,Club Control,76,144.37,66,68.37,68.37,0.8996,0.4736,26,6,batch_026,Batch market 026
9,Team 01,team_01_B,B,Court Starter,66,129.01,57,63.01,63.01,0.9547,0.4884,26,6,batch_026,Batch market 026
9,Team 01,team_01_C,C,Club Spin,49,155.81,43,106.81,106.81,2.1799,0.6855,26,6,batch_026,Batch market 026
9,Team 02,team_02_A,A,Elite Spin Pro,122,162.28,102,40.28,40.28,0.3302,0.2482,26,6,batch_026,Batch market 026
9,Team 02,team_02_B,B,Control Tour,135,149.44,149,14.44,14.44,0.107,0.0966,26,6,batch_026,Batch market 026
9,Team 02,team_02_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0,26,6,batch_026,Batch market 026
9,Team 03,team_03_A,A,Momentum Edge,0,0.0,0,0.0,0.0,0.0,0.0,26,6,batch_026,Batch market 026
9,Team 03,team_03_B,B,Rise Power,0,0.0,0,0.0,0.0,0.0,0.0,26,6,batch_026,Batch market 026
9,Team 03,team_03_C,C,Court Wave,0,0.0,0,0.0,0.0,0.0,0.0,26,6,batch_026,Batch market 026
9,Team 04,team_04_A,A,Vector X,109,136.67,100,27.67,27.67,0.2538,0.2024,26,6,batch_026,Batch market 026
9,Team 04,team_04_B,B,Axis Control,133,170.35,121,37.35,37.35,0.2809,0.2193,26,6,batch_026,Batch market 026
9,Team 04,team_04_C,C,Baseline Drive,0,0.0,0,0.0,0.0,0.0,0.0,26,6,batch_026,Batch market 026
9,Team 05,team_05_A,A,Starter Pop,147,155.57,155,8.57,8.57,0.0583,0.0551,26,6,batch_026,Batch market 026
9,Team 05,team_05_B,B,Club Value,129,130.65,130,1.65,1.65,0.0128,0.0126,26,6,batch_026,Batch market 026
9,Team 05,team_05_C,C,Flex Edge,87,138.93,82,51.93,51.93,0.5969,0.3738,26,6,batch_026,Batch market 026
9,Team 06,team_06_A,A,Club Control,0,0.0,0,0.0,0.0,0.0,0.0,26,6,batch_026,Batch market 026
9,Team 06,team_06_B,B,Court Starter,0,0.0,0,0.0,0.0,0.0,0.0,26,6,batch_026,Batch market 026
9,Team 06,team_06_C,C,Team 06 NextGen,63,225.91,61,162.91,162.91,2.5858,0.7211,26,6,batch_026,Batch market 026
10,Team 01,team_01_A,A,Club Control,76,131.43,66,55.43,55.43,0.7294,0.4218,26,6,batch_026,Batch market 026
10,Team 01,team_01_B,B,Court Starter,66,118.44,57,52.44,52.44,0.7946,0.4428,26,6,batch_026,Batch market 026
10,Team 01,team_01_C,C,Club Spin,49,142.01,43,93.01,93.01,1.8982,0.655,26,6,batch_026,Batch market 026
10,Team 02,team_02_A,A,Elite Spin Pro,122,137.89,102,15.89,15.89,0.1303,0.1153,26,6,batch_026,Batch market 026
10,Team 02,team_02_B,B,Control Tour,135,129.48,129,-5.52,5.52,-0.0409,0.0426,26,6,batch_026,Batch market 026
10,Team 02,team_02_C,C,Team 02 NextGen,0,199.25,0,199.25,199.25,199.2507,1.0,26,6,batch_026,Batch market 026
10,Team 03,team_03_A,A,Momentum Edge,0,0.0,0,0.0,0.0,0.0,0.0,26,6,batch_026,Batch market 026
10,Team 03,team_03_B,B,Rise Power,0,0.0,0,0.0,0.0,0.0,0.0,26,6,batch_026,Batch market 026
10,Team 03,team_03_C,C,Court Wave,0,0.0,0,0.0,0.0,0.0,0.0,26,6,batch_026,Batch market 026
10,Team 04,team_04_A,A,Vector X,109,122.42,100,13.42,13.42,0.1231,0.1096,26,6,batch_026,Batch market 026
10,Team 04,team_04_B,B,Axis Control,133,152.67,121,19.67,19.67,0.1479,0.1289,26,6,batch_026,Batch market 026
10,Team 04,team_04_C,C,Baseline Drive,0,0.0,0,0.0,0.0,0.0,0.0,26,6,batch_026,Batch market 026
10,Team 05,team_05_A,A,Starter Pop,147,140.64,140,-6.36,6.36,-0.0433,0.0452,26,6,batch_026,Batch market 026
10,Team 05,team_05_B,B,Club Value,129,118.0,118,-11.0,11.0,-0.0853,0.0932,26,6,batch_026,Batch market 026
10,Team 05,team_05_C,C,Flex Edge,87,124.38,82,37.38,37.38,0.4297,0.3005,26,6,batch_026,Batch market 026
10,Team 06,team_06_A,A,Club Control,0,0.0,0,0.0,0.0,0.0,0.0,26,6,batch_026,Batch market 026
10,Team 06,team_06_B,B,Court Starter,0,0.0,0,0.0,0.0,0.0,0.0,26,6,batch_026,Batch market 026
10,Team 06,team_06_C,C,Team 06 NextGen,63,202.38,60,139.38,139.38,2.2124,0.6887,26,6,batch_026,Batch market 026
1,Team 01,team_01_A,A,Elite Spin Pro,95,136.19,94,41.19,41.19,0.4336,0.3025,27,6,batch_027,Batch market 027
1,Team 01,team_01_B,B,Control Tour,105,141.13,104,36.13,36.13,0.3441,0.256,27,6,batch_027,Batch market 027
1,Team 01,team_01_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0,27,6,batch_027,Batch market 027
1,Team 02,team_02_A,A,Momentum Edge,108,129.74,103,21.74,21.74,0.2013,0.1676,27,6,batch_027,Batch market 027
1,Team 02,team_02_B,B,Rise Power,76,141.5,73,65.5,65.5,0.8619,0.4629,27,6,batch_027,Batch market 027
1,Team 02,team_02_C,C,Court Wave,99,131.51,94,32.51,32.51,0.3284,0.2472,27,6,batch_027,Batch market 027
1,Team 03,team_03_A,A,Vector X,68,146.19,73,78.19,78.19,1.1499,0.5349,27,6,batch_027,Batch market 027
1,Team 03,team_03_B,B,Axis Control,83,131.18,89,48.18,48.18,0.5805,0.3673,27,6,batch_027,Batch market 027
1,Team 03,team_03_C,C,Baseline Drive,0,0.0,0,0.0,0.0,0.0,0.0,27,6,batch_027,Batch market 027
1,Team 04,team_04_A,A,Starter Pop,223,133.34,133,-89.66,89.66,-0.4021,0.6725,27,6,batch_027,Batch market 027
1,Team 04,team_04_B,B,Club Value,195,90.48,90,-104.52,104.52,-0.536,1.1551,27,6,batch_027,Batch market 027
1,Team 04,team_04_C,C,Flex Edge,132,119.45,94,-12.55,12.55,-0.0951,0.1051,27,6,batch_027,Batch market 027
1,Team 05,team_05_A,A,Club Control,99,159.51,99,60.51,60.51,0.6112,0.3793,27,6,batch_027,Batch market 027
1,Team 05,team_05_B,B,Court Starter,85,97.51,86,12.51,12.51,0.1471,0.1283,27,6,batch_027,Batch market 027
1,Team 05,team_05_C,C,Club Spin,63,140.47,63,77.47,77.47,1.2297,0.5515,27,6,batch_027,Batch market 027
1,Team 06,team_06_A,A,Elite Spin Pro,125,131.28,114,6.28,6.28,0.0502,0.0478,27,6,batch_027,Batch market 027
1,Team 06,team_06_B,B,Control Tour,138,146.52,126,8.52,8.52,0.0617,0.0581,27,6,batch_027,Batch market 027
1,Team 06,team_06_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0,27,6,batch_027,Batch market 027
2,Team 01,team_01_A,A,Elite Spin Pro,95,152.58,94,57.58,57.58,0.6061,0.3774,27,6,batch_027,Batch market 027
2,Team 01,team_01_B,B,Control Tour,105,146.65,104,41.65,41.65,0.3967,0.284,27,6,batch_027,Batch market 027
2,Team 01,team_01_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0,27,6,batch_027,Batch market 027
2,Team 02,team_02_A,A,Momentum Edge,108,149.55,103,41.55,41.55,0.3847,0.2778,27,6,batch_027,Batch market 027
2,Team 02,team_02_B,B,Rise Power,76,150.43,73,74.43,74.43,0.9793,0.4948,27,6,batch_027,Batch market 027
2,Team 02,team_02_C,C,Court Wave,99,108.93,95,9.93,9.93,0.1003,0.0912,27,6,batch_027,Batch market 027
2,Team 03,team_03_A,A,Vector X,68,150.28,73,82.28,82.28,1.21,0.5475,27,6,batch_027,Batch market 027
2,Team 03,team_03_B,B,Axis Control,83,146.45,89,63.45,63.45,0.7645,0.4333,27,6,batch_027,Batch market 027
2,Team 03,team_03_C,C,Baseline Drive,0,0.0,0,0.0,0.0,0.0,0.0,27,6,batch_027,Batch market 027
2,Team 04,team_04_A,A,Starter Pop,223,139.1,139,-83.9,83.9,-0.3762,0.6032,27,6,batch_027,Batch market 027
2,Team 04,team_04_B,B,Club Value,195,94.41,94,-100.59,100.59,-0.5158,1.0654,27,6,batch_027,Batch market 027
2,Team 04,team_04_C,C,Flex Edge,132,135.28,105,3.28,3.28,0.0248,0.0242,27,6,batch_027,Batch market 027
2,Team 05,team_05_A,A,Club Control,99,123.21,99,24.21,24.21,0.2446,0.1965,27,6,batch_027,Batch market 027
2,Team 05,team_05_B,B,Court Starter,85,104.41,86,19.41,19.41,0.2283,0.1859,27,6,batch_027,Batch market 027
2,Team 05,team_05_C,C,Club Spin,63,174.64,63,111.64,111.64,1.7721,0.6393,27,6,batch_027,Batch market 027
2,Team 06,team_06_A,A,Elite Spin Pro,125,135.93,7,10.93,10.93,0.0874,0.0804,27,6,batch_027,Batch market 027
2,Team 06,team_06_B,B,Control Tour,138,141.14,7,3.14,3.14,0.0227,0.0222,27,6,batch_027,Batch market 027
2,Team 06,team_06_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0,27,6,batch_027,Batch market 027
3,Team 01,team_01_A,A,Elite Spin Pro,95,176.42,94,81.42,81.42,0.857,0.4615,27,6,batch_027,Batch market 027
3,Team 01,team_01_B,B,Control Tour,105,125.49,104,20.49,20.49,0.1952,0.1633,27,6,batch_027,Batch market 027
3,Team 01,team_01_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0,27,6,batch_027,Batch market 027
3,Team 02,team_02_A,A,Momentum Edge,108,170.49,103,62.49,62.49,0.5786,0.3665,27,6,batch_027,Batch market 027
3,Team 02,team_02_B,B,Rise Power,76,131.07,73,55.07,55.07,0.7246,0.4202,27,6,batch_027,Batch market 027
3,Team 02,team_02_C,C,Court Wave,99,119.07,95,20.07,20.07,0.2027,0.1686,27,6,batch_027,Batch market 027
3,Team 03,team_03_A,A,Vector X,68,131.38,73,63.38,63.38,0.9321,0.4824,27,6,batch_027,Batch market 027
3,Team 03,team_03_B,B,Axis Control,83,166.98,89,83.98,83.98,1.0118,0.5029,27,6,batch_027,Batch market 027
3,Team 03,team_03_C,C,Baseline Drive,0,0.0,0,0.0,0.0,0.0,0.0,27,6,batch_027,Batch market 027
3,Team 04,team_04_A,A,Starter Pop,223,123.5,123,-99.5,99.5,-0.4462,0.8057,27,6,batch_027,Batch market 027
3,Team 04,team_04_B,B,Club Value,195,108.11,108,-86.89,86.89,-0.4456,0.8037,27,6,batch_027,Batch market 027
3,Team 04,team_04_C,C,Flex Edge,132,151.16,105,19.16,19.16,0.1451,0.1267,27,6,batch_027,Batch market 027
3,Team 05,team_05_A,A,Club Control,99,132.62,99,33.62,33.62,0.3396,0.2535,27,6,batch_027,Batch market 027
3,Team 05,team_05_B,B,Court Starter,85,112.25,86,27.25,27.25,0.3206,0.2427,27,6,batch_027,Batch market 027
3,Team 05,team_05_C,C,Club Spin,63,187.88,63,124.88,124.88,1.9822,0.6647,27,6,batch_027,Batch market 027
3,Team 06,team_06_A,A,Elite Spin Pro,125,165.97,114,40.97,40.97,0.3278,0.2469,27,6,batch_027,Batch market 027
3,Team 06,team_06_B,B,Control Tour,138,127.61,126,-10.39,10.39,-0.0753,0.0814,27,6,batch_027,Batch market 027
3,Team 06,team_06_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0,27,6,batch_027,Batch market 027
4,Team 01,team_01_A,A,Elite Spin Pro,95,167.05,94,72.05,72.05,0.7584,0.4313,27,6,batch_027,Batch market 027
4,Team 01,team_01_B,B,Control Tour,105,144.83,104,39.83,39.83,0.3794,0.275,27,6,batch_027,Batch market 027
4,Team 01,team_01_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0,27,6,batch_027,Batch market 027
4,Team 02,team_02_A,A,Momentum Edge,108,148.33,104,40.33,40.33,0.3734,0.2719,27,6,batch_027,Batch market 027
4,Team 02,team_02_B,B,Rise Power,76,140.46,73,64.46,64.46,0.8482,0.4589,27,6,batch_027,Batch market 027
4,Team 02,team_02_C,C,Team 02 NextGen,99,184.5,93,85.5,85.5,0.8637,0.4634,27,6,batch_027,Batch market 027
4,Team 03,team_03_A,A,Vector X,68,148.19,73,80.19,80.19,1.1793,0.5411,27,6,batch_027,Batch market 027
4,Team 03,team_03_B,B,Axis Control,83,157.14,89,74.14,74.14,0.8932,0.4718,27,6,batch_027,Batch market 027
4,Team 03,team_03_C,C,Baseline Drive,0,0.0,0,0.0,0.0,0.0,0.0,27,6,batch_027,Batch market 027
4,Team 04,team_04_A,A,Starter Pop,223,139.03,139,-83.97,83.97,-0.3766,0.604,27,6,batch_027,Batch market 027
4,Team 04,team_04_B,B,Club Value,179,99.74,99,-79.26,79.26,-0.4428,0.7947,27,6,batch_027,Batch market 027
4,Team 04,team_04_C,C,Flex Edge,132,143.82,106,11.82,11.82,0.0896,0.0822,27,6,batch_027,Batch market 027
4,Team 05,team_05_A,A,Club Control,99,154.69,100,55.69,55.69,0.5625,0.36,27,6,batch_027,Batch market 027
4,Team 05,team_05_B,B,Court Starter,78,101.63,78,23.63,23.63,0.303,0.2325,27,6,batch_027,Batch market 027
4,Team 05,team_05_C,C,Club Spin,63,170.9,63,107.9,107.9,1.7126,0.6314,27,6,batch_027,Batch market 027
4,Team 06,team_06_A,A,Elite Spin Pro,125,158.64,115,33.64,33.64,0.2692,0.2121,27,6,batch_027,Batch market 027
4,Team 06,team_06_B,B,Control Tour,138,149.04,127,11.04,11.04,0.08,0.0741,27,6,batch_027,Batch market 027
4,Team 06,team_06_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0,27,6,batch_027,Batch market 027
5,Team 01,team_01_A,A,Elite Spin Pro,95,186.33,94,91.33,91.33,0.9613,0.4901,27,6,batch_027,Batch market 027
5,Team 01,team_01_B,B,Control Tour,105,161.84,104,56.84,56.84,0.5413,0.3512,27,6,batch_027,Batch market 027
5,Team 01,team_01_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0,27,6,batch_027,Batch market 027
5,Team 02,team_02_A,A,Momentum Edge,108,165.53,99,57.53,57.53,0.5327,0.3476,27,6,batch_027,Batch market 027
5,Team 02,team_02_B,B,Rise Power,76,155.66,69,79.66,79.66,1.0482,0.5118,27,6,batch_027,Batch market 027
5,Team 02,team_02_C,C,Team 02 NextGen,99,190.62,89,91.62,91.62,0.9255,0.4807,27,6,batch_027,Batch market 027
5,Team 03,team_03_A,A,Vector X,68,164.14,73,96.14,96.14,1.4138,0.5857,27,6,batch_027,Batch market 027
5,Team 03,team_03_B,B,Axis Control,83,174.5,89,91.5,91.5,1.1025,0.5244,27,6,batch_027,Batch market 027
5,Team 03,team_03_C,C,Baseline Drive,0,0.0,0,0.0,0.0,0.0,0.0,27,6,batch_027,Batch market 027
5,Team 04,team_04_A,A,Starter Pop,223,155.31,155,-67.69,67.69,-0.3036,0.4359,27,6,batch_027,Batch market 027
5,Team 04,team_04_B,B,Club Value,179,111.44,111,-67.56,67.56,-0.3774,0.6063,27,6,batch_027,Batch market 027
5,Team 04,team_04_C,C,Flex Edge,132,160.5,106,28.5,28.5,0.2159,0.1776,27,6,batch_027,Batch market 027
5,Team 05,team_05_A,A,Club Control,91,132.28,92,41.28,41.28,0.4537,0.3121,27,6,batch_027,Batch market 027
5,Team 05,team_05_B,B,Court Starter,0,0.0,0,0.0,0.0,0.0,0.0,27,6,batch_027,Batch market 027
5,Team 05,team_05_C,C,Club Spin,63,180.85,63,117.85,117.85,1.8707,0.6516,27,6,batch_027,Batch market 027
5,Team 06,team_06_A,A,Elite Spin Pro,125,178.14,115,53.14,53.14,0.4251,0.2983,27,6,batch_027,Batch market 027
5,Team 06,team_06_B,B,Control Tour,138,167.84,127,29.84,29.84,0.2163,0.1778,27,6,batch_027,Batch market 027
5,Team 06,team_06_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0,27,6,batch_027,Batch market 027
6,Team 01,team_01_A,A,Elite Spin Pro,95,221.12,94,126.12,126.12,1.3275,0.5704,27,6,batch_027,Batch market 027
6,Team 01,team_01_B,B,Control Tour,97,145.56,96,48.56,48.56,0.5006,0.3336,27,6,batch_027,Batch market 027
6,Team 01,team_01_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0,27,6,batch_027,Batch market 027
6,Team 02,team_02_A,A,Momentum Edge,108,185.72,101,77.72,77.72,0.7196,0.4185,27,6,batch_027,Batch market 027
6,Team 02,team_02_B,B,Rise Power,70,150.68,65,80.68,80.68,1.1526,0.5354,27,6,batch_027,Batch market 027
6,Team 02,team_02_C,C,Team 02 NextGen,99,232.04,92,133.04,133.04,1.3438,0.5733,27,6,batch_027,Batch market 027
6,Team 03,team_03_A,A,Vector X,63,159.5,59,96.5,96.5,1.5318,0.605,27,6,batch_027,Batch market 027
6,Team 03,team_03_B,B,Axis Control,83,196.55,79,113.55,113.55,1.368,0.5777,27,6,batch_027,Batch market 027
6,Team 03,team_03_C,C,Baseline Drive,0,0.0,0,0.0,0.0,0.0,0.0,27,6,batch_027,Batch market 027
6,Team 04,team_04_A,A,Starter Pop,205,146.15,146,-58.85,58.85,-0.2871,0.4026,27,6,batch_027,Batch market 027
6,Team 04,team_04_B,B,Club Value,179,128.48,128,-50.52,50.52,-0.2822,0.3932,27,6,batch_027,Batch market 027
6,Team 04,team_04_C,C,Team 04 NextGen,132,236.83,104,104.83,104.83,0.7942,0.4426,27,6,batch_027,Batch market 027
6,Team 05,team_05_A,A,Club Control,0,0.0,0,0.0,0.0,0.0,0.0,27,6,batch_027,Batch market 027
6,Team 05,team_05_B,B,Court Starter,0,0.0,0,0.0,0.0,0.0,0.0,27,6,batch_027,Batch market 027
6,Team 05,team_05_C,C,Club Spin,63,192.63,63,129.63,129.63,2.0576,0.673,27,6,batch_027,Batch market 027
6,Team 06,team_06_A,A,Elite Spin Pro,125,212.3,115,87.3,87.3,0.6984,0.4112,27,6,batch_027,Batch market 027
6,Team 06,team_06_B,B,Control Tour,127,154.44,116,27.44,27.44,0.2161,0.1777,27,6,batch_027,Batch market 027
6,Team 06,team_06_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0,27,6,batch_027,Batch market 027
7,Team 01,team_01_A,A,Elite Spin Pro,87,216.03,86,129.03,129.03,1.483,0.5973,27,6,batch_027,Batch market 027
7,Team 01,team_01_B,B,Control Tour,97,172.14,96,75.14,75.14,0.7746,0.4365,27,6,batch_027,Batch market 027
7,Team 01,team_01_C,C,Club Prestige,0,0.0,0,0.0,0.0,0.0,0.0,27,6,batch_027,Batch market 027
7,Team 02,team_02_A,A,Momentum Edge,99,166.3,95,67.3,67.3,0.6798,0.4047,27,6,batch_027,Batch market 027
7,Team 02,team_02_B,B,Rise Power,0,0.0,0,0.0,0.0,0.0,0.0,27,6,batch_027,Batch market 027
7,Team 02,team_02_C,C,Team 02 NextGen,99,263.31,93,164.31,164.31,1.6597,0.624,27,6,batch_027,Batch market 027
7,Team 03,team_03_A,A,Vector X,63,192.72,58,129.72,129.72,2.059,0.6731,27,6,batch_027,Batch market 027
7,Team 03,team_03_B,B,Axis Control,76,188.16,70,112.16,112.16,1.4757,0.5961,27,6,batch_027,Batch market 027
7,Team 03,team_03_C,C,Baseline Drive,0,0.0,0,0.0,0.0,0.0,0.0,27,6,batch_027,Batch market 027
7,Team 04,team_04_A,A,Starter Pop,205,174.19,174,-30.81,30.81,-0.1503,0.1769,27,6,batch_027,Batch market 027
7,Team 04,team_04_B,B,Club Value,179,153.12,153,-25.88,25.88,-0.1446,0.1691,27,6,batch_027,Batch market 027
7,Team 04,team_04_C,C,Team 04 NextGen,132,261.5,105,129.5,129.5,0.981,0.4952,27,6,batch_027,Batch market 027
7,Team 05,team_05_A,A,Club Control,0,0.0,0,0.0,0.0,0.0,0.0,27,6,batch_027,Batch market 027
