round_number,team_name,archetype,active_product_count,active_project_count,launch_ready_project_count,launched_project_count,retired_product_count,total_forecast_units,total_actual_demand_units,forecast_error_units,absolute_forecast_error_units,forecast_wape,service_gap_units,weighted_average_selling_price,planned_production_units,actual_production_units,effective_capacity_units,utilization_pct,weighted_material_unit_cost,defect_rate,good_units_produced,demand_allocated,sales_units,lost_sales_units,backlog_units_end,ending_inventory,ending_raw_material_inventory,fill_rate,revenue,procurement_cost,production_cost,holding_cost,warranty_cost,backlog_cost,expansion_cost,innovation_investment,interest_expense,working_capital_requirement,planned_borrowing_amount,automatic_borrowing_amount,ending_cash_balance,short_term_debt_balance,liquidity_stress_flag,total_cost,profit,contribution_margin_per_unit,reputation_after_round,average_portfolio_tech_generation,cannibalized_demand_units,beginning_finished_goods_inventory,beginning_raw_material_inventory,raw_material_units_received,raw_material_units_consumed,raw_material_order_qty,backlog_units_start,launch_events_text,notes,run_id,team_count,market_scenario,market_label
1,Team 04,Low-Cost Volume,3,1,0,0,0,355,268.51,-86.49,122.79,0.4573,20,110.63,363,363,437,83.07,31.01,0.0382,348,268.51,248,0,20,100,57,0.9236,27437.4,11256.63,13930.8,714.0,433.52,200.0,1512.0,3000.0,0.0,8706.26,0.0,0.0,25622.45,0.0,False,31046.95,-3609.55,7.32,46.81,1.33,12.2,0,420,0,363,363,0,,Portfolio forecast WAPE was 45.73% against realized demand. Carried 20 backlog units into next round.,47,6,batch_047,Batch market 047
1,Team 05,Community / Club,3,1,0,0,0,362,293.42,-68.58,108.94,0.3713,39,112.72,335,300,336,89.29,27.2,0.0327,289,293.42,253,0,39,36,0,0.8622,28519.04,11288.0,12872.92,216.0,368.22,390.0,1944.0,1500.0,77.0,3048.95,3500.0,0.0,26402.9,3500.0,False,28656.14,-137.1,15.77,58.29,1.67,13.15,0,300,0,300,415,0,,"Portfolio forecast WAPE was 37.13% against realized demand. Carried 39 backlog units into next round. Used $3,500.00 of planned borrowing.",47,6,batch_047,Batch market 047
1,Team 06,Premium Quality,2,1,0,0,0,200,214.85,14.85,14.85,0.0691,16,174.04,200,200,276,72.46,38.87,0.005,198,214.85,198,0,16,0,60,0.9216,34460.0,8395.92,11103.2,120.0,44.55,160.0,720.0,2500.0,22.0,2482.2,1000.0,0.0,37978.33,1000.0,False,23065.67,11394.33,75.34,69.67,2.0,0.0,0,260,0,200,216,0,,"Portfolio forecast WAPE was 6.91% against realized demand. Carried 16 backlog units into next round. Used $1,000.00 of planned borrowing.",47,6,batch_047,Batch market 047
2,Team 01,Premium Quality,2,1,0,0,0,180,225.9,45.9,45.9,0.2032,69,182.83,176,176,281,62.63,42.3,0.005,174,225.9,174,51,18,0,75,0.7134,31812.9,7064.1,10069.12,150.0,39.16,180.0,576.0,9000.0,308.0,5272.5,7000.0,0.0,48949.48,14000.0,True,27386.38,4426.52,84.14,61.23,2.0,0.0,0,84,167,176,167,18,,"Portfolio forecast WAPE was 20.32% against realized demand. Lost 51 sales units across the portfolio. Carried 18 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round.",47,6,batch_047,Batch market 047
2,Team 02,Sponsorship Growth,3,1,0,0,0,237,309.63,72.63,79.73,0.2575,78,143.79,258,258,323,79.88,36.68,0.025,250,309.63,244,64,14,6,16,0.7539,35085.96,7776.16,12456.84,68.0,273.91,140.0,0.0,750.0,0.0,1096.65,0.0,0.0,57432.59,0.0,False,21464.91,13621.05,59.75,51.82,2.0,6.37,0,62,212,258,212,14,,Portfolio forecast WAPE was 25.75% against realized demand. Lost 64 sales units across the portfolio. Carried 14 backlog units into next round.,47,6,batch_047,Batch market 047
2,Team 03,Engineering Challenger,2,1,0,0,0,278,235.54,-42.46,42.46,0.1803,15,158.79,236,236,369,63.96,37.31,0.005,234,235.54,224,0,15,33,125,0.9312,35568.96,11454.17,13332.04,448.0,50.39,150.0,2520.0,4000.0,440.0,10759.21,10000.0,0.0,52708.09,20000.0,True,32394.6,3174.36,47.91,65.84,2.0,0.0,23,54,307,236,307,5,,"Portfolio forecast WAPE was 18.03% against realized demand. Carried 15 backlog units into next round. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round.",47,6,batch_047,Batch market 047
2,Team 04,Low-Cost Volume,3,1,0,0,0,355,285.92,-69.08,129.42,0.4526,52,110.42,363,363,458,79.26,31.77,0.0372,348,285.92,253,24,28,195,57,0.827,27937.44,11532.51,14233.83,1284.0,426.93,280.0,1512.0,3000.0,0.0,15652.31,0.0,0.0,21290.62,0.0,False,32269.27,-4331.83,6.89,42.37,1.33,12.6,100,57,363,363,363,20,,Portfolio forecast WAPE was 45.26% against realized demand. Lost 24 sales units across the portfolio. Carried 28 backlog units into next round.,47,6,batch_047,Batch market 047
2,Team 05,Community / Club,3,1,0,0,0,362,273.96,-88.04,152.5,0.5567,276,91.96,335,0,363,0.0,27.86,0.0917,0,273.96,36,204,72,0,0,0.115,3310.56,11561.9,0.0,0.0,57.25,720.0,1944.0,1500.0,154.0,1050.0,3500.0,0.0,17276.31,7000.0,True,15937.15,-12626.59,-230.79,20.05,1.67,22.06,36,0,0,0,415,39,,"Portfolio forecast WAPE was 55.67% against realized demand. Lost 204 sales units across the portfolio. Carried 72 backlog units into next round. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round.",47,6,batch_047,Batch market 047
2,Team 06,Premium Quality,2,1,0,0,0,200,232.04,32.04,32.04,0.1381,49,174.04,200,200,286,69.93,39.81,0.005,198,232.04,198,25,24,0,76,0.7983,34460.0,8598.96,11342.15,152.0,44.55,240.0,720.0,2500.0,44.0,3325.56,1000.0,0.0,49796.67,2000.0,False,23641.66,10818.34,73.1,68.99,2.0,0.0,0,60,216,200,216,16,,"Portfolio forecast WAPE was 13.81% against realized demand. Lost 25 sales units across the portfolio. Carried 24 backlog units into next round. Used $1,000.00 of planned borrowing.",47,6,batch_047,Batch market 047
3,Team 01,Premium Quality,2,1,1,0,0,180,226.67,46.67,47.45,0.2093,70,182.83,176,176,289,60.9,43.3,0.005,174,226.67,174,52,18,0,66,0.7112,31812.9,7231.1,10277.64,132.0,39.16,180.0,576.0,9000.0,462.0,6007.8,7000.0,0.0,59864.48,21000.0,True,27897.9,3915.0,81.98,56.05,2.0,8.74,0,75,167,176,167,18,,"Portfolio forecast WAPE was 20.93% against realized demand. Lost 52 sales units across the portfolio. Carried 18 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round.",47,6,batch_047,Batch market 047
3,Team 02,Sponsorship Growth,3,1,0,0,0,237,317.75,80.75,80.75,0.2541,103,142.07,258,228,323,70.59,37.55,0.0244,221,317.75,227,89,14,0,0,0.6843,32250.36,7960.6,11266.99,0.0,249.72,140.0,0.0,750.0,0.0,0.0,0.0,0.0,69315.64,0.0,False,20367.31,11883.05,56.27,43.05,2.0,12.62,6,16,212,228,212,14,,Portfolio forecast WAPE was 25.41% against realized demand. Lost 89 sales units across the portfolio. Carried 14 backlog units into next round.,47,6,batch_047,Batch market 047
3,Team 03,Engineering Challenger,2,1,0,0,0,278,241.69,-36.31,36.31,0.1502,12,157.56,236,236,404,58.42,38.2,0.005,234,241.69,243,0,12,24,196,0.9467,38286.72,11727.4,13617.36,536.0,54.67,120.0,2520.0,4000.0,660.0,14288.82,10000.0,0.0,67759.38,30000.0,True,33235.43,5051.29,53.03,69.34,2.0,7.75,33,125,307,236,307,15,,"Portfolio forecast WAPE was 15.02% against realized demand. Carried 12 backlog units into next round. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round.",47,6,batch_047,Batch market 047
3,Team 04,Low-Cost Volume,3,1,0,0,0,355,295.35,-59.65,144.35,0.4887,72,110.95,363,363,479,75.78,32.52,0.0364,348,295.35,250,44,28,293,57,0.7732,27736.56,11804.76,14538.15,1872.0,412.1,280.0,1512.0,3000.0,0.0,23116.65,0.0,0.0,15608.17,0.0,False,33419.01,-5682.45,3.93,35.93,1.33,12.57,195,57,363,363,363,28,,Portfolio forecast WAPE was 48.87% against realized demand. Lost 44 sales units across the portfolio. Carried 28 backlog units into next round.,47,6,batch_047,Batch market 047
3,Team 05,Community / Club,3,1,0,0,0,362,298.5,-63.5,156.9,0.5256,98,112.0,335,335,390,85.9,28.52,0.0309,323,298.5,271,26,72,52,80,0.7314,30351.2,11835.8,14871.51,472.0,371.54,720.0,1944.0,1500.0,231.0,7648.05,3500.0,0.0,19181.66,10500.0,False,31945.85,-1594.65,12.08,14.58,1.67,23.51,0,0,415,335,415,72,,"Portfolio forecast WAPE was 52.56% against realized demand. Lost 26 sales units across the portfolio. Carried 72 backlog units into next round. Used $3,500.00 of planned borrowing.",47,6,batch_047,Batch market 047
3,Team 06,Premium Quality,2,1,0,0,0,200,235.05,35.05,48.83,0.2077,60,174.04,200,200,296,67.57,40.76,0.005,198,235.05,198,36,24,0,92,0.7643,34460.0,8804.16,11580.15,184.0,44.55,240.0,720.0,2500.0,66.0,4199.92,1000.0,0.0,61117.81,3000.0,False,24138.86,10321.14,70.86,66.94,2.0,9.16,0,76,216,200,216,24,,"Portfolio forecast WAPE was 20.77% against realized demand. Lost 36 sales units across the portfolio. Carried 24 backlog units into next round. Used $1,000.00 of planned borrowing.",47,6,batch_047,Batch market 047
4,Team 01,Premium Quality,3,0,0,1,0,180,342.54,162.54,164.6,0.4805,185,182.83,176,176,297,59.26,44.31,0.0051,174,342.54,174,167,18,0,57,0.4826,31812.9,7399.77,10486.16,114.0,39.16,180.0,576.0,0,616.0,6725.67,7000.0,0.0,79266.29,28000.0,True,19411.09,12401.81,79.82,41.76,2.67,16.17,0,66,167,176,167,18,Launched Team 01 NextGen into slot C,"Launched Team 01 NextGen into slot C Portfolio forecast WAPE was 48.05% against realized demand. Lost 167 sales units across the portfolio. Carried 18 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round.",47,6,batch_047,Batch market 047
4,Team 02,Sponsorship Growth,3,1,0,0,0,237,314.52,77.52,77.52,0.2465,120,142.66,258,212,323,65.63,38.42,0.0226,206,314.52,206,106,14,0,0,0.6271,29388.24,8145.04,10710.25,0.0,209.33,140.0,0.0,750.0,0.0,0.0,0.0,0.0,78749.26,0.0,False,19954.62,9433.62,50.11,32.42,2.0,9.08,0,0,212,212,212,14,,Portfolio forecast WAPE was 24.65% against realized demand. Lost 106 sales units across the portfolio. Carried 14 backlog units into next round.,47,6,batch_047,Batch market 047
4,Team 03,Engineering Challenger,2,1,0,0,0,278,235.44,-42.56,42.56,0.1808,21,158.72,236,236,439,53.76,39.08,0.005,234,235.44,225,0,21,33,267,0.9093,35712.0,11997.56,13903.74,732.0,50.62,210.0,2520.0,4000.0,880.0,19668.17,10000.0,0.0,79177.46,40000.0,True,34293.92,1418.08,43.38,72.01,2.0,5.04,24,196,307,236,307,12,,"Portfolio forecast WAPE was 18.08% against realized demand. Carried 21 backlog units into next round. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round.",47,6,batch_047,Batch market 047
4,Team 04,Low-Cost Volume,3,1,0,0,1,345,274.01,-70.99,120.23,0.4388,54,110.75,352,352,500,70.4,33.27,0.037,337,274.01,246,26,28,176,68,0.8145,37151.78,11711.04,14411.61,1192.0,407.81,280.0,1512.0,3000.0,0.0,15323.69,0.0,0.0,20245.49,0.0,False,32514.46,4637.32,2.91,31.15,1.33,9.01,293,57,363,352,352,28,,"Portfolio forecast WAPE was 43.88% against realized demand. Lost 26 sales units across the portfolio. Carried 28 backlog units into next round. Generated $9,906.62 from retirement liquidation.",47,6,batch_047,Batch market 047
4,Team 05,Community / Club,3,1,0,0,0,353,273.72,-79.28,126.7,0.4629,105,113.21,326,326,417,78.18,29.18,0.0312,314,273.72,239,34,71,127,169,0.6913,27056.48,11788.72,14836.72,1100.0,325.84,710.0,1944.0,1500.0,308.0,16517.23,3500.0,0.0,17224.86,14000.0,True,32513.28,-5456.8,0.44,6.97,1.67,14.77,52,80,415,326,404,72,,"Portfolio forecast WAPE was 46.29% against realized demand. Lost 34 sales units across the portfolio. Carried 71 backlog units into next round. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round.",47,6,batch_047,Batch market 047
4,Team 06,Premium Quality,2,1,0,0,0,200,227.79,27.79,33.47,0.1469,55,174.22,200,200,306,65.36,41.7,0.005,198,227.79,196,31,24,2,108,0.7784,34148.0,9007.2,11819.1,228.0,44.1,240.0,720.0,2500.0,88.0,5305.19,1000.0,0.0,71619.41,4000.0,False,24646.4,9501.6,67.74,65.45,2.0,5.52,0,92,216,200,216,24,,"Portfolio forecast WAPE was 14.69% against realized demand. Lost 31 sales units across the portfolio. Carried 24 backlog units into next round. Used $1,000.00 of planned borrowing.",47,6,batch_047,Batch market 047
5,Team 01,Premium Quality,3,1,0,0,0,216,378.92,162.92,162.92,0.43,187,176.63,211,211,305,69.18,45.31,0.0054,208,378.92,208,165,22,0,13,0.524,36739.5,9062.0,12884.5,26.0,50.3,220.0,576.0,0.0,770.0,5839.03,7000.0,0.0,99416.99,35000.0,True,23588.8,13150.7,70.88,29.11,2.67,16.0,0,57,167,211,200,18,,"Portfolio forecast WAPE was 43.00% against realized demand. Lost 165 sales units across the portfolio. Carried 22 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round.",47,6,batch_047,Batch market 047
5,Team 02,Sponsorship Growth,3,1,0,0,0,230,320.24,90.24,90.24,0.2818,127,143.99,251,212,323,65.63,39.29,0.0235,205,320.24,205,113,14,0,0,0.6133,29518.8,8093.74,10939.64,0.0,216.32,140.0,0.0,750.0,0.0,0.0,0.0,0.0,88128.36,0.0,False,20139.7,9379.1,50.09,21.1,2.0,8.86,0,0,212,212,206,14,,Portfolio forecast WAPE was 28.18% against realized demand. Lost 113 sales units across the portfolio. Carried 14 backlog units into next round.,47,6,batch_047,Batch market 047
5,Team 03,Engineering Challenger,2,1,0,0,0,278,264.64,-13.36,22.02,0.0832,45,157.74,236,236,474,49.79,39.97,0.005,234,264.64,240,0,45,27,338,0.8402,37857.6,12270.79,14190.12,838.0,54.0,450.0,2520.0,4000.0,1100.0,23712.5,10000.0,0.0,91612.15,50000.0,True,35422.91,2434.69,47.26,73.13,2.0,5.67,33,267,307,236,307,21,,"Portfolio forecast WAPE was 8.32% against realized demand. Carried 45 backlog units into next round. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round.",47,6,batch_047,Batch market 047
5,Team 04,Low-Cost Volume,2,1,0,0,0,229,222.51,-6.49,76.21,0.3425,64,112.11,234,234,521,44.91,34.03,0.0365,224,222.51,185,46,18,215,186,0.7385,20740.32,7963.02,9782.55,1662.0,303.5,180.0,1512.0,3000.0,0.0,22634.27,0.0,0.0,16582.74,0.0,False,24403.07,-3662.75,14.55,23.18,1.33,2.18,176,68,352,234,234,28,,Portfolio forecast WAPE was 34.25% against realized demand. Lost 46 sales units across the portfolio. Carried 18 backlog units into next round.,47,6,batch_047,Batch market 047
5,Team 05,Community / Club,3,1,0,0,0,341,279.8,-61.2,128.96,0.4609,114,112.37,315,315,444,70.95,29.84,0.0325,302,279.8,235,46,68,194,269,0.6699,26407.04,11667.44,14695.52,1702.0,334.39,680.0,1944.0,1500.0,385.0,25491.49,3500.0,0.0,14223.55,17500.0,True,32908.35,-6501.31,-1.24,0.0,1.67,14.63,127,169,415,315,391,71,,"Portfolio forecast WAPE was 46.09% against realized demand. Lost 46 sales units across the portfolio. Carried 68 backlog units into next round. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round.",47,6,batch_047,Batch market 047
5,Team 06,Premium Quality,2,1,0,0,0,200,253.89,53.89,53.89,0.2123,77,173.86,200,200,316,63.29,42.65,0.005,198,253.89,200,53,24,0,124,0.7197,34772.0,9212.4,12056.05,248.0,45.0,240.0,720.0,2500.0,110.0,6038.6,1000.0,0.0,82259.96,5000.0,False,25131.45,9640.55,67.29,61.57,2.0,6.14,2,108,216,200,216,24,,"Portfolio forecast WAPE was 21.23% against realized demand. Lost 53 sales units across the portfolio. Carried 24 backlog units into next round. Used $1,000.00 of planned borrowing.",47,6,batch_047,Batch market 047
6,Team 01,Premium Quality,3,1,1,0,1,209,396.15,187.15,187.15,0.4724,217,177.08,204,204,313,65.18,46.31,0.005,201,396.15,201,197,20,0,9,0.4807,35592.9,8984.14,12726.64,18.0,45.23,200.0,576.0,9000.0,924.0,6716.79,7000.0,0.0,109535.88,42000.0,True,32474.01,3118.89,68.84,14.63,2.67,15.12,0,13,200,204,194,22,,"Portfolio forecast WAPE was 47.24% against realized demand. Lost 197 sales units across the portfolio. Carried 20 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round.",47,6,batch_047,Batch market 047
6,Team 02,Sponsorship Growth,3,1,0,0,0,225,327.81,102.81,102.81,0.3136,141,143.03,245,206,323,63.78,40.16,0.0243,199,327.81,199,127,14,0,0,0.5822,28462.08,8072.16,10849.02,0.0,217.67,140.0,0.0,750.0,0.0,0.0,0.0,0.0,96561.59,0.0,False,20028.85,8433.23,46.85,8.41,2.0,8.91,0,0,206,206,201,14,,Portfolio forecast WAPE was 31.36% against realized demand. Lost 127 sales units across the portfolio. Carried 14 backlog units into next round.,47,6,batch_047,Batch market 047
6,Team 03,Engineering Challenger,2,1,0,0,0,269,262.81,-6.19,6.71,0.0255,64,156.45,228,228,509,44.79,40.85,0.005,226,262.81,243,16,48,10,417,0.7894,38017.92,12091.6,14031.12,894.0,54.67,480.0,2520.0,4000.0,1320.0,27058.35,10000.0,0.0,104238.68,60000.0,True,35391.39,2626.53,48.73,72.29,2.0,5.1,27,338,307,228,296,45,,"Portfolio forecast WAPE was 2.55% against realized demand. Lost 16 sales units across the portfolio. Carried 48 backlog units into next round. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round.",47,6,batch_047,Batch market 047
6,Team 04,Low-Cost Volume,2,1,0,0,1,217,227.52,10.52,75.82,0.3332,63,112.37,222,222,542,40.96,34.78,0.0383,212,227.52,182,46,17,0,198,0.7413,31049.19,7721.16,9493.41,396.0,311.92,170.0,1512.0,3000.0,0.0,6886.44,0.0,0.0,25027.44,0.0,False,22604.49,8444.7,16.07,14.91,1.33,2.11,215,186,234,222,222,18,,"Portfolio forecast WAPE was 33.32% against realized demand. Lost 46 sales units across the portfolio. Carried 17 backlog units into next round. Generated $10,597.23 from retirement liquidation.",47,6,batch_047,Batch market 047
6,Team 05,Community / Club,3,1,0,0,0,341,309.96,-31.04,118.22,0.3814,121,111.24,315,315,471,66.88,30.5,0.0325,302,309.96,256,53,68,240,358,0.6773,28476.8,11925.5,15005.54,2156.0,369.13,680.0,1944.0,1500.0,462.0,32821.79,3500.0,0.0,12158.18,21000.0,True,34042.17,-5565.37,4.6,0.0,1.67,16.71,194,269,404,315,391,68,,"Portfolio forecast WAPE was 38.14% against realized demand. Lost 53 sales units across the portfolio. Carried 68 backlog units into next round. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round.",47,6,batch_047,Batch market 047
6,Team 06,Premium Quality,2,1,0,0,0,192,248.75,56.75,57.11,0.2296,81,174.8,192,192,326,58.9,43.59,0.005,190,248.75,190,58,23,0,148,0.6966,33212.0,9023.13,11831.4,296.0,42.75,230.0,720.0,2500.0,132.0,7351.32,1000.0,0.0,91696.68,6000.0,False,24775.28,8436.72,64.81,56.85,2.0,5.23,0,124,216,192,207,24,,"Portfolio forecast WAPE was 22.96% against realized demand. Lost 58 sales units across the portfolio. Carried 23 backlog units into next round. Used $1,000.00 of planned borrowing.",47,6,batch_047,Batch market 047
7,Team 01,Premium Quality,2,0,0,1,2,115,346.5,231.5,231.5,0.6681,241,185.53,112,112,321,34.89,47.32,0.0088,110,346.5,110,232,9,0,91,0.3129,20407.8,5015.92,7230.02,182.0,43.54,90.0,576.0,0,1078.0,11656.12,7000.0,0.0,122728.2,49000.0,True,14215.48,6192.32,73.8,0.0,2.67,8.14,0,9,194,112,106,5,"Launched Team 01 NextGen into slot C, replacing Team 01 NextGen","Launched Team 01 NextGen into slot C, replacing Team 01 NextGen Portfolio forecast WAPE was 66.81% against realized demand. Lost 232 sales units across the portfolio. Carried 9 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round.",47,6,batch_047,Batch market 047
7,Team 02,Sponsorship Growth,3,1,0,0,0,219,383.01,164.01,164.01,0.4282,201,142.87,238,201,323,62.23,41.03,0.0256,194,383.01,194,188,13,0,0,0.4887,27717.48,8000.85,10801.41,0.0,223.14,130.0,0.0,750.0,0.0,0.0,0.0,0.0,104373.67,0.0,False,19905.4,7812.08,44.8,0.0,2.0,11.33,0,0,201,201,195,14,,Portfolio forecast WAPE was 42.82% against realized demand. Lost 188 sales units across the portfolio. Carried 13 backlog units into next round.,47,6,batch_047,Batch market 047
7,Team 03,Engineering Challenger,2,1,0,0,0,256,304.99,48.99,48.99,0.1606,127,157.53,217,217,544,39.89,41.74,0.005,215,304.99,225,81,46,0,496,0.6374,35443.2,11770.68,13700.12,992.0,50.62,460.0,2520.0,4000.0,1540.0,31203.04,10000.0,0.0,114648.46,70000.0,True,35033.42,409.78,44.1,65.21,2.0,6.66,10,417,296,217,282,48,,"Portfolio forecast WAPE was 16.06% against realized demand. Lost 81 sales units across the portfolio. Carried 46 backlog units into next round. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round.",47,6,batch_047,Batch market 047
7,Team 04,Low-Cost Volume,1,1,0,0,1,78,130.25,52.25,52.25,0.4012,71,131.76,80,80,563,14.21,35.53,0.0393,76,130.25,76,71,0,0,340,0.5161,10013.76,2842.4,3584.8,680.0,134.24,0.0,1512.0,3000.0,0.0,12080.2,0.0,0.0,23287.76,0.0,False,11753.44,-1739.68,45.43,0.0,1.33,0.0,0,198,222,80,80,17,,Portfolio forecast WAPE was 40.12% against realized demand. Lost 71 sales units across the portfolio.,47,6,batch_047,Batch market 047
7,Team 05,Community / Club,3,1,0,0,0,334,373.54,39.54,80.72,0.2161,137,109.4,309,309,498,62.05,31.16,0.0334,296,373.54,303,70,67,233,440,0.6862,33149.6,11934.28,15049.86,2277.99,458.11,670.0,1944.0,1500.0,539.0,35993.96,3500.0,0.0,14434.54,24500.0,True,34373.24,-1223.64,18.84,0.0,1.67,21.91,240,358,391,309,383,68,,"Portfolio forecast WAPE was 21.61% against realized demand. Lost 70 sales units across the portfolio. Carried 67 backlog units into next round. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round.",47,6,batch_047,Batch market 047
7,Team 06,Premium Quality,2,1,0,0,0,184,286.71,102.71,102.71,0.3582,127,173.96,184,184,336,54.76,44.53,0.005,182,286.71,182,105,22,0,171,0.5876,31660.0,8861.47,11577.18,342.0,40.95,220.0,720.0,2500.0,154.0,8664.63,1000.0,0.0,99941.08,7000.0,False,24415.6,7244.4,61.43,47.64,2.0,6.75,0,148,207,184,199,23,,"Portfolio forecast WAPE was 35.82% against realized demand. Lost 105 sales units across the portfolio. Carried 22 backlog units into next round. Used $1,000.00 of planned borrowing.",47,6,batch_047,Batch market 047
8,Team 01,Premium Quality,1,1,0,0,0,36,233.07,197.07,197.07,0.8455,208,144.9,35,35,329,10.64,48.32,0.0073,34,233.07,34,204,4,0,162,0.1405,4926.6,1594.56,2322.6,324.0,11.14,40.0,576.0,0.0,1232.0,16227.84,7000.0,0.0,128554.5,56000.0,True,6100.3,-1173.7,29.36,0.0,2.67,0.0,0,91,106,35,33,9,,"Portfolio forecast WAPE was 84.55% against realized demand. Lost 204 sales units across the portfolio. Carried 4 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round.",47,6,batch_047,Batch market 047
8,Team 02,Sponsorship Growth,3,1,0,0,0,219,464.02,245.02,245.02,0.528,286,142.59,238,195,323,60.37,41.9,0.0256,189,464.02,189,273,13,0,0,0.3962,26950.44,8170.5,10690.23,0.0,217.55,130.0,0.0,750.0,0.0,0.0,0.0,0.0,111365.83,0.0,False,19958.28,6992.16,41.65,0.0,2.0,13.73,0,0,195,195,195,13,,Portfolio forecast WAPE was 52.80% against realized demand. Lost 273 sales units across the portfolio. Carried 13 backlog units into next round.,47,6,batch_047,Batch market 047
8,Team 03,Engineering Challenger,2,1,0,0,0,256,371.59,115.59,115.59,0.3111,202,158.2,217,217,579,37.48,42.62,0.005,215,371.59,215,156,46,0,561,0.5149,34012.8,12018.84,13966.82,1122.0,48.37,460.0,2520.0,4000.0,1760.0,35909.82,10000.0,0.0,122765.23,80000.0,True,35896.03,-1883.23,37.11,53.08,2.0,8.13,0,496,282,217,282,46,,"Portfolio forecast WAPE was 31.11% against realized demand. Lost 156 sales units across the portfolio. Carried 46 backlog units into next round. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round.",47,6,batch_047,Batch market 047
8,Team 04,Low-Cost Volume,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,584,0.0,36.29,0.0,0,0.0,0,0,0,0,420,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1512.0,3000.0,0.0,15241.8,0.0,0.0,18775.76,0.0,False,4512.0,-4512.0,0.0,6.11,1.33,0.0,0,340,80,0,0,0,,Portfolio forecast WAPE was 0.00% against realized demand.,47,6,batch_047,Batch market 047
8,Team 05,Community / Club,3,1,0,0,0,334,460.81,126.81,126.81,0.2752,169,108.43,309,309,525,58.86,31.82,0.0334,296,460.81,357,102,67,172,522,0.6764,38709.44,12187.06,15354.61,2075.99,544.88,670.0,1944.0,1500.0,616.0,34829.98,3500.0,0.0,21751.44,28000.0,True,34892.54,3816.9,29.76,0.0,1.67,27.05,233,440,391,309,383,67,,"Portfolio forecast WAPE was 27.52% against realized demand. Lost 102 sales units across the portfolio. Carried 67 backlog units into next round. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round.",47,6,batch_047,Batch market 047
8,Team 06,Premium Quality,2,1,0,0,0,184,347.52,163.52,163.52,0.4705,187,173.96,184,184,346,53.18,45.48,0.005,182,347.52,182,165,22,0,186,0.4925,31660.0,9050.52,11797.98,372.0,40.95,220.0,720.0,2500.0,176.0,9659.28,1000.0,0.0,107723.63,8000.0,False,24877.45,6782.55,59.18,34.58,2.0,8.17,0,171,199,184,199,22,,"Portfolio forecast WAPE was 47.05% against realized demand. Lost 165 sales units across the portfolio. Carried 22 backlog units into next round. Used $1,000.00 of planned borrowing.",47,6,batch_047,Batch market 047
9,Team 01,Premium Quality,1,1,1,0,0,36,260.09,224.09,224.09,0.8616,230,144.9,35,35,337,10.39,49.32,0.005,34,260.09,34,226,4,0,160,0.1287,4926.6,1627.56,2367.05,320.0,7.65,40.0,576.0,9000.0,1386.0,17341.2,7000.0,0.0,125156.84,63000.0,True,15324.26,-10397.66,27.19,0.0,2.67,0.0,0,162,33,35,33,4,,"Portfolio forecast WAPE was 86.16% against realized demand. Lost 226 sales units across the portfolio. Carried 4 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round.",47,6,batch_047,Batch market 047
9,Team 02,Sponsorship Growth,3,1,0,0,0,219,476.9,257.9,257.9,0.5408,300,142.59,238,195,323,60.37,42.77,0.0256,189,476.9,189,287,13,0,0,0.3858,26950.44,8340.15,10898.13,0.0,217.55,130.0,0.0,750.0,0.0,0.0,0.0,0.0,117980.44,0.0,False,20335.83,6614.61,39.65,0.0,2.0,14.13,0,0,195,195,195,13,,Portfolio forecast WAPE was 54.08% against realized demand. Lost 287 sales units across the portfolio. Carried 13 backlog units into next round.,47,6,batch_047,Batch market 047
