run_id,team_count,round_count,strategy_offset,archetype_offset,market_scenario,team_name,archetype,strategy_key,strategy_label,profit_rank,balanced_rank,balanced_score,profit,revenue,total_cost,sales_units,fill_rate,forecast_wape,ending_cash_balance,short_term_debt_balance,cash_minus_debt,liquidity_stress_flag,reputation_after_round,lost_sales_units,backlog_units_end,ending_inventory
90,10,4,1,2,batch_090,Team 05,Sponsorship Growth,aggressive_growth,Aggressive growth,9,9,16.4,-16626.94,31301.76,47928.7,225,0.9904,0.9939,16529.15,40000.0,-23470.85,True,47.86,0,0,251
90,10,4,1,2,batch_090,Team 07,Low-Cost Volume,low_cost_volume,Low-cost volume,10,10,3.1,-20828.68,19516.64,40345.32,205,0.906,2.2174,0.0,36379.18,-36379.18,True,0.0,0,19,255
91,10,4,1,0,batch_091,Team 09,Low-Cost Volume,innovation_leap,Innovation leap,1,3,60.9,8741.74,37243.72,28501.98,123,0.9883,1.772,15741.74,53602.32,-37860.58,True,44.16,0,0,405
91,10,4,1,0,batch_091,Team 10,Community / Club,cash_conservative,Cash conservative,2,1,82.2,-638.35,16058.88,16697.23,121,0.9855,0.6371,15994.04,0.0,15994.04,False,71.43,0,0,376
91,10,4,1,0,batch_091,Team 03,Engineering Challenger,innovation_leap,Innovation leap,3,5,49.8,-6509.43,14298.9,20808.33,82,0.6221,1.1194,6103.01,28000.0,-21896.989999999998,True,62.9,31,18,384
91,10,4,1,0,batch_091,Team 06,Premium Quality,premium_quality,Premium quality,4,2,63.1,-10169.82,15999.12,26168.94,84,0.9879,1.1169,0.0,14125.38,-14125.38,True,83.37,0,0,420
91,10,4,1,0,batch_091,Team 04,Low-Cost Volume,cash_conservative,Cash conservative,5,4,54.2,-11464.51,11589.24,23053.75,110,0.9883,1.6146,0.0,17200.97,-17200.97,True,41.64,0,0,739
91,10,4,1,0,batch_091,Team 08,Engineering Challenger,balanced_sop,Balanced S&OP,6,6,40.9,-12006.95,14284.0,26290.95,86,0.9853,1.2915,0.0,18113.44,-18113.44,True,74.8,0,0,474
91,10,4,1,0,batch_091,Team 01,Premium Quality,low_cost_volume,Low-cost volume,7,8,20.9,-18525.34,13310.88,31836.22,86,0.9822,2.0037,0.0,31399.01,-31399.01,True,80.75,0,0,421
91,10,4,1,0,batch_091,Team 02,Sponsorship Growth,balanced_sop,Balanced S&OP,8,7,36.4,-20557.89,18028.0,38585.89,126,0.9932,1.4831,0.0,47578.51,-47578.51,True,68.88,0,0,771
91,10,4,1,0,batch_091,Team 05,Community / Club,aggressive_growth,Aggressive growth,9,9,16.4,-26023.51,15225.6,41249.11,122,0.9884,2.022,0.0,71867.4,-71867.4,True,66.82,0,0,778
91,10,4,1,0,batch_091,Team 07,Sponsorship Growth,low_cost_volume,Low-cost volume,10,10,9.8,-29786.82,15331.36,45118.18,122,0.9883,2.3617,0.0,58240.64,-58240.64,True,52.81,0,0,598
92,7,4,0,3,batch_092,Team 05,Engineering Challenger,cash_conservative,Cash conservative,1,1,73.3,11283.51,27226.86,15943.35,162,0.7646,0.2557,73600.36,0.0,73600.36,False,55.28,40,9,0
92,7,4,0,3,batch_092,Team 07,Community / Club,premium_quality,Premium quality,2,2,66.7,8440.66,34788.53,26347.87,240,0.7818,0.1686,42852.38,0.0,42852.38,False,54.24,47,19,47
92,7,4,0,3,batch_092,Team 03,Premium Quality,balanced_sop,Balanced S&OP,3,3,62.0,6330.52,32744.0,26413.48,187,0.8077,0.1427,55299.95,4000.0,51299.95,True,75.68,19,24,67
92,7,4,0,3,batch_092,Team 01,Low-Cost Volume,premium_quality,Premium quality,4,4,50.0,5369.35,39618.83,34249.48,269,0.8746,0.312,13743.47,0.0,13743.47,False,46.75,9,28,172
92,7,4,0,3,batch_092,Team 04,Sponsorship Growth,innovation_leap,Innovation leap,5,5,48.7,2205.87,40899.6,38693.73,281,0.8291,0.1168,57961.07,28000.0,29961.07,True,59.61,28,28,65
92,7,4,0,3,batch_092,Team 02,Community / Club,low_cost_volume,Low-cost volume,6,7,5.3,-7118.76,27295.84,34414.6,243,0.7199,0.427,9233.17,14000.0,-4766.83,True,22.68,22,71,143
92,7,4,0,3,batch_092,Team 06,Low-Cost Volume,aggressive_growth,Aggressive growth,7,6,12.0,-27215.43,26271.36,53486.79,267,0.9942,0.9885,0.0,74085.38,-74085.38,True,40.43,0,0,731
93,4,4,5,1,batch_093,Team 02,Engineering Challenger,premium_quality,Premium quality,1,1,86.7,7416.15,30134.16,22718.01,168,0.9211,0.0952,58857.62,0.0,58857.62,False,70.17,0,13,61
93,4,4,5,1,batch_093,Team 04,Community / Club,balanced_sop,Balanced S&OP,2,2,45.3,1029.61,27180.0,26150.39,212,0.7807,0.3227,32969.87,4000.0,28969.870000000003,True,51.61,26,32,238
93,4,4,5,1,batch_093,Team 01,Sponsorship Growth,aggressive_growth,Aggressive growth,3,3,38.7,-14227.09,34483.2,48710.29,251,0.9936,0.7378,22826.78,40000.0,-17173.22,True,68.86,0,0,427
93,4,4,5,1,batch_093,Team 03,Low-Cost Volume,low_cost_volume,Low-cost volume,4,4,5.3,-24837.02,16773.68,41610.7,184,0.9922,1.7584,0.0,40624.23,-40624.23,True,18.23,0,0,546
94,8,4,1,0,batch_094,Team 03,Engineering Challenger,innovation_leap,Innovation leap,1,6,40.6,10629.1,30088.8,19459.7,174,0.4332,0.5308,73618.09,28000.0,45618.09,True,31.56,209,18,0
94,8,4,1,0,batch_094,Team 06,Premium Quality,premium_quality,Premium quality,2,2,62.9,9398.92,34192.8,24793.88,182,0.6778,0.2928,65645.28,0.0,65645.28,False,54.9,71,14,0
94,8,4,1,0,batch_094,Team 08,Engineering Challenger,balanced_sop,Balanced S&OP,3,3,62.9,7879.21,32617.0,24737.79,198,0.6961,0.2321,65433.03,4000.0,61433.03,False,52.82,61,24,0
94,8,4,1,0,batch_094,Team 02,Sponsorship Growth,balanced_sop,Balanced S&OP,4,1,65.7,7832.48,43712.0,35879.52,314,0.7627,0.157,61385.54,4000.0,57385.54,False,55.62,59,38,40
94,8,4,1,0,batch_094,Team 04,Low-Cost Volume,cash_conservative,Cash conservative,5,4,60.0,5498.63,26324.16,20825.53,259,0.784,0.2021,45963.39,0.0,45963.39,False,26.38,53,17,142
94,8,4,1,0,batch_094,Team 01,Premium Quality,low_cost_volume,Low-cost volume,6,5,51.4,4658.76,35969.12,31310.36,234,0.7636,0.1272,44745.64,14000.0,30745.64,False,50.38,19,53,8
94,8,4,1,0,batch_094,Team 07,Sponsorship Growth,low_cost_volume,Low-cost volume,7,7,40.0,-1192.71,43086.56,44279.27,344,0.8746,0.2215,21765.78,14000.0,7765.779999999999,False,24.39,0,47,44
94,8,4,1,0,batch_094,Team 05,Community / Club,aggressive_growth,Aggressive growth,8,8,0.6,-4766.3,34853.76,39620.06,286,0.6916,0.3174,41824.69,40000.0,1824.6900000000023,True,43.13,59,67,164
95,6,4,3,1,batch_095,Team 01,Sponsorship Growth,innovation_leap,Innovation leap,1,2,68.0,8822.5,40928.16,32105.66,246,0.8792,0.1769,44585.6,28000.0,16585.6,True,65.2,4,28,94
95,6,4,3,1,batch_095,Team 02,Engineering Challenger,cash_conservative,Cash conservative,2,1,72.0,6972.46,22167.66,15195.2,132,0.7137,0.1419,58712.5,0.0,58712.5,False,57.04,43,9,0
95,6,4,3,1,batch_095,Team 04,Community / Club,premium_quality,Premium quality,3,3,56.0,5371.78,33702.8,28331.02,202,0.8054,0.2841,22145.98,0.0,22145.98,False,57.29,29,19,97
95,6,4,3,1,batch_095,Team 05,Premium Quality,low_cost_volume,Low-cost volume,4,4,32.0,22.95,33498.08,33475.13,216,0.9882,0.5885,12133.93,14000.0,-1866.0699999999997,True,39.76,0,2,25
95,6,4,3,1,batch_095,Team 06,Sponsorship Growth,balanced_sop,Balanced S&OP,5,5,28.0,-4484.38,34640.0,39124.38,240,0.9443,0.2954,14237.65,4000.0,10237.65,True,52.64,0,12,118
95,6,4,3,1,batch_095,Team 03,Low-Cost Volume,aggressive_growth,Aggressive growth,6,6,12.0,-36721.99,18438.72,55160.71,185,0.9962,1.891,0.0,86345.88,-86345.88,True,19.11,0,0,554
96,5,4,4,0,batch_096,Team 01,Premium Quality,cash_conservative,Cash conservative,1,1,65.0,10629.22,28761.96,18132.74,162,0.6021,0.4193,69663.17,0.0,69663.17,False,54.04,97,9,0
96,5,4,4,0,batch_096,Team 03,Engineering Challenger,premium_quality,Premium quality,2,2,60.0,6249.77,32387.04,26137.27,182,0.655,0.3178,54304.44,0.0,54304.44,False,57.31,81,14,0
96,5,4,4,0,batch_096,Team 05,Community / Club,balanced_sop,Balanced S&OP,3,4,47.0,5812.65,35640.0,29827.35,282,0.7242,0.2594,32780.6,4000.0,28780.6,True,43.97,74,32,94
96,5,4,4,0,batch_096,Team 02,Sponsorship Growth,aggressive_growth,Aggressive growth,4,3,47.0,-8813.15,47299.2,56112.35,349,0.9178,0.2,20195.24,40000.0,-19804.76,True,65.72,0,29,214
96,5,4,4,0,batch_096,Team 04,Low-Cost Volume,low_cost_volume,Low-cost volume,5,5,7.0,-23623.46,25393.28,49016.74,277,0.8671,0.8641,0.0,53034.09,-53034.09,True,5.57,0,42,391
97,10,4,5,0,batch_097,Team 05,Community / Club,innovation_leap,Innovation leap,1,4,60.9,10917.71,32710.23,21792.52,187,0.8364,0.3691,34560.19,28000.0,6560.190000000002,True,61.24,11,24,133
97,10,4,5,0,batch_097,Team 06,Premium Quality,cash_conservative,Cash conservative,2,2,75.6,9582.75,24241.32,14658.57,137,0.7972,0.1299,56739.74,0.0,56739.74,False,74.32,25,9,28
97,10,4,5,0,batch_097,Team 08,Engineering Challenger,premium_quality,Premium quality,3,1,88.9,4513.82,29291.76,24777.94,163,0.9972,0.1031,27715.09,0.0,27715.09,False,77.5,0,0,193
97,10,4,5,0,batch_097,Team 03,Engineering Challenger,low_cost_volume,Low-cost volume,4,5,58.7,1167.92,30707.6,29539.68,210,0.9966,0.6739,22065.48,14000.0,8065.48,True,50.12,0,0,30
97,10,4,5,0,batch_097,Team 02,Sponsorship Growth,premium_quality,Premium quality,5,3,64.4,103.25,35946.72,35843.47,230,0.9935,0.2616,9028.71,0.0,9028.71,False,73.23,0,0,381
97,10,4,5,0,batch_097,Team 10,Community / Club,balanced_sop,Balanced S&OP,6,7,29.8,-2749.0,24784.0,27533.0,191,0.7882,0.4265,10515.24,4000.0,6515.24,True,47.86,18,32,201
97,10,4,5,0,batch_097,Team 01,Premium Quality,aggressive_growth,Aggressive growth,7,6,36.4,-8655.43,27957.12,36612.55,165,0.9966,0.679,30358.47,40000.0,-9641.529999999999,True,79.73,0,0,180
97,10,4,5,0,batch_097,Team 04,Low-Cost Volume,balanced_sop,Balanced S&OP,8,8,16.4,-18620.48,17996.0,36616.48,172,0.9909,1.2122,0.0,34014.15,-34014.15,True,38.82,0,0,549
97,10,4,5,0,batch_097,Team 07,Sponsorship Growth,aggressive_growth,Aggressive growth,9,9,16.4,-21300.63,29646.72,50947.35,213,0.9953,1.0513,0.0,42376.01,-42376.01,True,49.37,0,0,320
97,10,4,5,0,batch_097,Team 09,Low-Cost Volume,low_cost_volume,Low-cost volume,10,10,0.0,-25298.29,17699.44,42997.73,185,0.9872,2.5536,0.0,49342.96,-49342.96,True,0.0,0,0,322
98,4,4,2,1,batch_098,Team 02,Engineering Challenger,innovation_leap,Innovation leap,1,3,38.7,8421.84,30088.8,21666.96,174,0.3206,0.657,64796.04,28000.0,36796.04,True,1.54,349,18,0
98,4,4,2,1,batch_098,Team 01,Sponsorship Growth,balanced_sop,Balanced S&OP,2,1,66.7,3321.68,42984.0,39662.32,307,0.5571,0.3861,49991.55,4000.0,45991.55,False,19.09,205,38,0
98,4,4,2,1,batch_098,Team 03,Low-Cost Volume,cash_conservative,Cash conservative,3,2,60.0,3275.37,25643.82,22368.45,251,0.5489,0.3376,51510.08,0.0,51510.08,False,0.0,188,17,0
98,4,4,2,1,batch_098,Team 04,Community / Club,aggressive_growth,Aggressive growth,4,4,18.7,-5269.95,37238.4,42508.35,308,0.5462,0.2463,46483.21,40000.0,6483.209999999999,True,15.55,188,67,0
99,4,4,3,0,batch_099,Team 01,Premium Quality,innovation_leap,Innovation leap,1,3,45.3,13319.52,31812.9,18493.38,174,0.4103,0.5567,82937.3,28000.0,54937.3,True,21.67,231,18,0
99,4,4,3,0,batch_099,Team 02,Sponsorship Growth,cash_conservative,Cash conservative,2,1,60.0,10138.06,29133.24,18995.18,204,0.5417,0.3463,62398.3,0.0,62398.3,False,0.0,158,14,0
99,4,4,3,0,batch_099,Team 04,Low-Cost Volume,premium_quality,Premium quality,3,2,53.3,6365.4,36912.35,30546.95,285,0.7653,0.3328,44288.93,0.0,44288.93,False,19.89,59,28,57
99,4,4,3,0,batch_099,Team 03,Engineering Challenger,aggressive_growth,Aggressive growth,4,4,25.3,4220.02,36999.36,32779.34,234,0.7268,0.0405,69587.54,40000.0,29587.539999999994,True,23.91,37,50,0
100,7,4,5,2,batch_100,Team 05,Sponsorship Growth,innovation_leap,Innovation leap,1,2,68.7,11665.66,39927.3,28261.64,235,0.9588,0.1841,45599.47,28000.0,17599.47,True,67.93,0,9,173
100,7,4,5,2,batch_100,Team 06,Engineering Challenger,cash_conservative,Cash conservative,2,1,76.7,9927.4,23267.22,13339.82,139,0.8964,0.0707,63373.08,0.0,63373.08,False,73.85,6,9,20
100,7,4,5,2,batch_100,Team 02,Low-Cost Volume,premium_quality,Premium quality,3,3,55.3,3915.83,37066.68,33150.85,203,0.9929,0.6875,3915.83,8935.47,-5019.639999999999,True,46.6,0,0,347
100,7,4,5,2,batch_100,Team 04,Premium Quality,balanced_sop,Balanced S&OP,4,4,52.0,2129.65,26828.0,24698.35,152,0.9896,0.3021,37062.24,4000.0,33062.24,True,83.68,0,0,113
100,7,4,5,2,batch_100,Team 03,Community / Club,low_cost_volume,Low-cost volume,5,6,12.0,-6540.29,25060.64,31600.93,220,0.8365,0.8481,1627.25,14000.0,-12372.75,True,2.15,0,42,93
100,7,4,5,2,batch_100,Team 01,Engineering Challenger,aggressive_growth,Aggressive growth,6,5,32.0,-9772.85,24800.64,34573.49,156,0.9976,0.7777,33084.03,40000.0,-6915.970000000001,True,72.79,0,0,203
100,7,4,5,2,batch_100,Team 07,Low-Cost Volume,aggressive_growth,Aggressive growth,7,7,5.3,-31170.67,17970.24,49140.91,181,0.9922,1.9273,0.0,69199.73,-69199.73,True,19.96,0,0,589
