run_id,team_count,round_count,market_scenario,team_name,archetype,strategy_key,strategy_label,profit_rank,balanced_rank,balanced_score,profit,revenue,total_cost,sales_units,fill_rate,forecast_wape,ending_cash_balance,short_term_debt_balance,cash_minus_debt,liquidity_stress_flag,reputation_after_round,lost_sales_units,backlog_units_end,ending_inventory
52,9,4,batch_052,Team 07,Sponsorship Growth,premium_quality,Premium quality,5,5,59.5,-8045.86,24747.12,32792.98,160,0.9952,0.7603,0.0,1765.81,-1765.81,True,74.2,0,0,541
52,9,4,batch_052,Team 08,Engineering Challenger,low_cost_volume,Low-cost volume,6,6,39.5,-12053.16,16256.24,28309.4,112,0.9919,1.3379,6550.51,14000.0,-7449.49,True,71.7,0,0,340
52,9,4,batch_052,Team 06,Premium Quality,aggressive_growth,Aggressive growth,7,7,17.0,-16949.58,18253.44,35203.02,108,0.9894,1.5467,4348.05,40000.0,-35651.95,True,80.1,0,0,525
52,9,4,batch_052,Team 02,Sponsorship Growth,low_cost_volume,Low-cost volume,8,8,14.5,-22416.15,19154.08,41570.23,151,0.9896,1.7199,0.0,31757.52,-31757.52,True,52.27,0,0,470
52,9,4,batch_052,Team 09,Low-Cost Volume,balanced_sop,Balanced S&OP,9,9,0.0,-22875.25,13330.0,36205.25,128,0.9892,1.9675,0.0,51248.06,-51248.06,True,43.54,0,0,989
53,4,4,batch_053,Team 01,Premium Quality,premium_quality,Premium quality,1,1,60.0,11774.22,34192.8,22418.58,182,0.5569,0.4246,75151.8,0.0,75151.8,False,33.99,129,14,0
53,4,4,batch_053,Team 03,Engineering Challenger,balanced_sop,Balanced S&OP,2,2,53.3,10017.07,32617.0,22599.93,198,0.566,0.3862,74064.62,4000.0,70064.62,False,29.99,127,24,0
53,4,4,batch_053,Team 04,Low-Cost Volume,innovation_leap,Innovation leap,3,3,45.3,4471.68,38784.69,34313.01,336,0.7293,0.2262,55191.94,28000.0,27191.940000000002,True,17.97,89,34,0
53,4,4,batch_053,Team 02,Sponsorship Growth,low_cost_volume,Low-cost volume,4,4,33.3,3810.39,45494.24,41683.85,369,0.698,0.0891,33789.26,14000.0,19789.260000000002,False,2.69,75,83,0
54,6,4,batch_054,Team 01,Premium Quality,premium_quality,Premium quality,1,1,72.0,10557.11,34192.8,23635.69,182,0.6264,0.3491,70279.78,0.0,70279.78,False,47.61,93,14,0
54,6,4,batch_054,Team 03,Engineering Challenger,balanced_sop,Balanced S&OP,2,2,64.0,8770.91,32617.0,23846.09,198,0.6359,0.304,69069.24,4000.0,65069.240000000005,False,43.8,88,24,0
54,6,4,batch_054,Team 04,Low-Cost Volume,innovation_leap,Innovation leap,3,3,40.0,8528.73,35954.42,27425.69,267,0.7281,0.4408,40500.92,28000.0,12500.919999999998,True,22.69,64,34,118
54,6,4,batch_054,Team 05,Community / Club,cash_conservative,Cash conservative,4,6,32.0,8032.76,22996.92,14964.16,179,0.4689,0.4564,65988.07,0.0,65988.07,False,17.38,189,12,0
54,6,4,batch_054,Team 06,Premium Quality,aggressive_growth,Aggressive growth,5,4,40.0,5325.36,40890.24,35564.88,246,0.7114,0.1342,86063.52,40000.0,46063.520000000004,True,68.89,49,50,0
54,6,4,batch_054,Team 02,Sponsorship Growth,low_cost_volume,Low-cost volume,6,5,36.0,-362.0,43912.0,44274.0,351,0.7785,0.1823,22093.65,14000.0,8093.6500000000015,False,15.67,16,83,43
55,7,4,batch_055,Team 07,Sponsorship Growth,premium_quality,Premium quality,1,1,80.0,13524.39,45310.32,31785.93,305,0.7253,0.2881,76342.22,0.0,76342.22,False,55.74,91,23,0
55,7,4,batch_055,Team 01,Premium Quality,premium_quality,Premium quality,2,2,60.0,11345.5,34192.8,22847.3,182,0.661,0.3113,73537.88,0.0,73537.88,False,61.52,78,14,0
55,7,4,batch_055,Team 04,Low-Cost Volume,innovation_leap,Innovation leap,3,5,38.7,10354.39,36858.15,26503.76,273,0.7376,0.4103,43318.88,28000.0,15318.879999999997,True,26.11,61,34,122
55,7,4,batch_055,Team 03,Engineering Challenger,balanced_sop,Balanced S&OP,4,3,53.3,9580.39,32617.0,23036.61,198,0.6688,0.2648,72283.6,4000.0,68283.6,False,57.44,73,24,0
55,7,4,batch_055,Team 05,Community / Club,cash_conservative,Cash conservative,5,7,23.3,8579.37,22996.92,14417.55,179,0.4807,0.4422,68122.18,0.0,68122.18,False,23.49,180,12,0
55,7,4,batch_055,Team 06,Premium Quality,aggressive_growth,Aggressive growth,6,4,42.0,4988.55,39692.16,34703.61,238,0.8414,0.1252,82078.6,40000.0,42078.600000000006,True,79.44,0,44,53
55,7,4,batch_055,Team 02,Sponsorship Growth,low_cost_volume,Low-cost volume,7,6,36.7,1413.61,43938.4,42524.79,352,0.8486,0.1778,27607.18,14000.0,13607.18,False,21.66,0,62,39
56,7,4,batch_056,Team 01,Premium Quality,premium_quality,Premium quality,1,1,80.0,7231.41,32844.96,25613.55,174,0.8113,0.1696,55857.32,0.0,55857.32,False,73.71,26,14,42
56,7,4,batch_056,Team 05,Community / Club,cash_conservative,Cash conservative,2,3,56.7,6391.13,22684.8,16293.67,176,0.7008,0.2479,44269.27,0.0,44269.27,False,20.62,61,12,5
56,7,4,batch_056,Team 03,Engineering Challenger,balanced_sop,Balanced S&OP,3,2,80.0,6285.44,31723.0,25437.56,192,0.8585,0.1194,49455.1,4000.0,45455.1,False,59.35,6,24,6
56,7,4,batch_056,Team 04,Low-Cost Volume,innovation_leap,Innovation leap,4,5,25.3,3561.53,33859.35,30297.82,204,0.8285,0.6818,12324.56,28000.0,-15675.44,True,35.98,7,34,245
56,7,4,batch_056,Team 07,Sponsorship Growth,premium_quality,Premium quality,5,4,46.7,3352.39,39722.4,36370.01,260,0.8359,0.176,40094.72,0.0,40094.72,False,61.97,27,23,148
56,7,4,batch_056,Team 06,Premium Quality,aggressive_growth,Aggressive growth,6,6,25.3,-4150.39,33851.52,38001.91,199,0.8499,0.389,44666.07,40000.0,4666.07,True,59.51,0,34,58
56,7,4,batch_056,Team 02,Sponsorship Growth,low_cost_volume,Low-cost volume,7,7,12.0,-8254.63,38989.28,47243.91,306,0.9465,0.7269,0.0,28952.55,-28952.55,True,0.0,0,16,62
57,8,4,batch_057,Team 07,Sponsorship Growth,premium_quality,Premium quality,1,1,91.4,13593.51,43545.6,29952.09,290,0.7955,0.1714,81229.53,0.0,81229.53,False,55.7,50,23,21
57,8,4,batch_057,Team 01,Premium Quality,premium_quality,Premium quality,2,3,65.7,12712.52,34192.8,21480.28,182,0.7455,0.2178,78904.23,0.0,78904.23,False,61.72,47,14,0
57,8,4,batch_057,Team 03,Engineering Challenger,balanced_sop,Balanced S&OP,3,2,71.4,11190.57,32617.0,21426.43,198,0.7799,0.13,65102.99,4000.0,61102.99,False,44.34,31,24,0
57,8,4,batch_057,Team 04,Low-Cost Volume,innovation_leap,Innovation leap,4,7,26.3,9908.44,34742.09,24833.65,248,0.7799,0.4714,48533.23,28000.0,20533.230000000003,True,26.9,34,34,129
57,8,4,batch_057,Team 05,Community / Club,cash_conservative,Cash conservative,5,5,34.3,9529.87,22996.92,13467.05,179,0.5837,0.3179,55637.3,0.0,55637.3,False,7.4,114,12,0
57,8,4,batch_057,Team 08,Engineering Challenger,low_cost_volume,Low-cost volume,6,4,34.9,8525.16,34957.12,26431.96,241,0.8978,0.2255,35562.48,14000.0,21562.480000000003,True,16.61,0,27,0
57,8,4,batch_057,Team 02,Sponsorship Growth,low_cost_volume,Low-cost volume,7,6,28.6,4637.49,43827.52,39190.03,352,0.9336,0.4115,12164.81,14000.0,-1835.1900000000005,False,0.0,0,23,16
57,8,4,batch_057,Team 06,Premium Quality,aggressive_growth,Aggressive growth,8,8,26.3,3932.2,36397.44,32465.24,216,0.7815,0.212,69452.03,40000.0,29452.03,True,49.82,10,50,24
58,6,4,batch_058,Team 01,Premium Quality,premium_quality,Premium quality,1,1,68.0,10310.55,34192.8,23882.25,182,0.6029,0.3747,69294.51,0.0,69294.51,False,33.84,105,14,0
58,6,4,batch_058,Team 03,Engineering Challenger,balanced_sop,Balanced S&OP,2,2,64.0,8729.37,32617.0,23887.63,198,0.6253,0.3166,55964.41,4000.0,51964.41,False,18.37,93,24,0
58,6,4,batch_058,Team 05,Community / Club,cash_conservative,Cash conservative,3,5,36.0,7797.23,22996.92,15199.69,179,0.4145,0.5212,49048.56,0.0,49048.56,False,0.0,240,12,0
58,6,4,batch_058,Team 06,Premium Quality,aggressive_growth,Aggressive growth,4,4,40.0,3365.98,39093.12,35727.14,234,0.6832,0.0681,61122.58,40000.0,21122.58,True,29.26,58,50,0
58,6,4,batch_058,Team 02,Sponsorship Growth,low_cost_volume,Low-cost volume,5,3,40.0,760.39,45365.76,44605.37,368,0.7299,0.0352,4260.39,19160.01,-14899.619999999999,True,0.0,52,83,0
58,6,4,batch_058,Team 04,Low-Cost Volume,innovation_leap,Innovation leap,6,6,28.0,-506.28,35684.25,36190.53,326,0.6907,0.2221,50086.86,28000.0,22086.86,True,9.8,111,34,0
59,4,4,batch_059,Team 01,Premium Quality,premium_quality,Premium quality,1,1,60.0,9849.68,34192.8,24343.12,182,0.3555,0.6385,67450.93,0.0,67450.93,False,3.04,315,14,0
59,4,4,batch_059,Team 03,Engineering Challenger,balanced_sop,Balanced S&OP,2,3,53.3,8046.47,32617.0,24570.53,198,0.3623,0.6172,66177.9,4000.0,62177.899999999994,False,0.0,324,24,0
59,4,4,batch_059,Team 02,Sponsorship Growth,low_cost_volume,Low-cost volume,3,2,53.3,-9.71,45494.24,45503.95,369,0.4426,0.4471,20660.32,14000.0,6660.32,False,0.0,380,83,0
59,4,4,batch_059,Team 04,Low-Cost Volume,innovation_leap,Innovation leap,4,4,25.3,-2662.07,33976.95,36639.02,323,0.4371,0.5092,50930.9,28000.0,22930.9,True,0.0,387,28,0
60,8,4,batch_060,Team 01,Premium Quality,premium_quality,Premium quality,1,1,68.6,10144.95,34192.8,24047.85,182,0.6164,0.36,68633.95,0.0,68633.95,False,49.7,98,14,0
60,8,4,batch_060,Team 07,Sponsorship Growth,premium_quality,Premium quality,2,2,60.0,9609.53,43109.28,33499.75,285,0.6117,0.361,70619.96,0.0,70619.96,False,44.65,156,23,0
60,8,4,batch_060,Team 03,Engineering Challenger,balanced_sop,Balanced S&OP,3,3,57.1,8348.51,32617.0,24268.49,198,0.6249,0.317,67374.06,4000.0,63374.06,False,46.27,94,24,0
60,8,4,batch_060,Team 05,Community / Club,cash_conservative,Cash conservative,4,7,37.1,7735.32,22996.92,15261.6,179,0.4311,0.5015,64726.69,0.0,64726.69,False,13.61,223,12,0
60,8,4,batch_060,Team 06,Premium Quality,aggressive_growth,Aggressive growth,5,5,46.3,5579.83,41788.8,36208.97,252,0.7184,0.1038,82002.19,40000.0,42002.19,True,71.78,48,50,10
60,8,4,batch_060,Team 08,Engineering Challenger,low_cost_volume,Low-cost volume,6,4,48.6,5010.0,35088.24,30078.24,242,0.7024,0.0944,47071.37,14000.0,33071.37,False,39.27,48,53,0
60,8,4,batch_060,Team 04,Low-Cost Volume,innovation_leap,Innovation leap,7,8,29.1,3068.08,39637.08,36569.0,327,0.7652,0.1976,39948.75,28000.0,11948.75,True,24.89,65,34,45
60,8,4,batch_060,Team 02,Sponsorship Growth,low_cost_volume,Low-cost volume,8,6,37.1,1029.77,45925.44,44895.67,373,0.785,0.0945,23366.82,14000.0,9366.82,False,15.3,18,83,5
61,5,4,batch_061,Team 01,Premium Quality,premium_quality,Premium quality,1,1,85.0,12806.11,34866.72,22060.61,186,0.7892,0.1881,73942.07,0.0,73942.07,False,72.33,34,14,17
61,5,4,batch_061,Team 03,Engineering Challenger,balanced_sop,Balanced S&OP,2,2,80.0,11763.11,33958.0,22194.89,207,0.8381,0.1342,74204.04,4000.0,70204.04,False,71.31,15,24,11
61,5,4,batch_061,Team 05,Community / Club,cash_conservative,Cash conservative,3,3,40.0,10360.57,24245.4,13884.83,191,0.6134,0.3286,68888.91,0.0,68888.91,False,32.45,106,12,16
61,5,4,batch_061,Team 04,Low-Cost Volume,innovation_leap,Innovation leap,4,5,7.0,9569.37,35249.87,25680.5,236,0.7818,0.5293,39208.93,28000.0,11208.93,True,31.59,31,34,182
61,5,4,batch_061,Team 02,Sponsorship Growth,low_cost_volume,Low-cost volume,5,4,22.0,-2109.58,38547.52,40657.1,304,0.9352,0.3784,26901.82,14000.0,12901.82,True,25.75,0,20,104
62,5,4,batch_062,Team 01,Premium Quality,premium_quality,Premium quality,1,1,70.0,8450.41,34192.8,25742.39,182,0.4036,0.5881,61857.63,0.0,61857.63,False,15.08,254,14,0
62,5,4,batch_062,Team 03,Engineering Challenger,balanced_sop,Balanced S&OP,2,2,60.0,6613.01,32617.0,26003.99,198,0.4055,0.5693,60450.54,4000.0,56450.54,False,8.81,265,24,0
62,5,4,batch_062,Team 05,Community / Club,cash_conservative,Cash conservative,3,5,35.0,6493.25,22996.92,16503.67,179,0.2752,0.6851,59139.76,0.0,59139.76,False,0.0,458,12,0
62,5,4,batch_062,Team 04,Low-Cost Volume,innovation_leap,Innovation leap,4,4,37.0,4476.94,33951.75,29474.81,323,0.5129,0.4468,52305.4,28000.0,24305.4,True,0.0,273,32,0
62,5,4,batch_062,Team 02,Sponsorship Growth,low_cost_volume,Low-cost volume,5,3,40.0,-2785.71,45494.24,48279.95,369,0.5149,0.3451,11102.41,14000.0,-2897.59,False,0.0,263,83,0
63,7,4,batch_063,Team 01,Premium Quality,premium_quality,Premium quality,1,1,80.0,12311.95,35190.72,22878.77,185,0.9729,0.1354,60671.53,0.0,60671.53,False,86.22,0,4,77
63,7,4,batch_063,Team 05,Community / Club,cash_conservative,Cash conservative,2,3,63.3,12218.25,26687.28,14469.03,208,0.7438,0.2492,63469.86,0.0,63469.86,False,44.41,58,12,44
63,7,4,batch_063,Team 03,Engineering Challenger,balanced_sop,Balanced S&OP,3,2,65.3,9212.22,32345.0,23132.78,195,0.994,0.0677,54622.98,4000.0,50622.98,True,76.53,0,0,112
63,7,4,batch_063,Team 04,Low-Cost Volume,innovation_leap,Innovation leap,4,6,18.7,8893.75,35436.03,26542.28,227,0.8147,0.5501,31970.63,28000.0,3970.630000000001,True,38.89,16,34,212
63,7,4,batch_063,Team 07,Sponsorship Growth,premium_quality,Premium quality,5,4,50.0,8855.71,41128.56,32272.85,271,0.9252,0.1101,53700.49,0.0,53700.49,False,75.38,0,20,170
63,7,4,batch_063,Team 06,Premium Quality,aggressive_growth,Aggressive growth,6,5,25.3,-2205.47,32810.88,35016.35,194,0.9923,0.422,47415.82,40000.0,7415.82,True,83.79,0,0,258
63,7,4,batch_063,Team 02,Sponsorship Growth,low_cost_volume,Low-cost volume,7,7,15.3,-6078.1,35720.96,41799.06,281,0.9965,0.5428,17663.6,14000.0,3663.5999999999985,True,36.94,0,0,148
64,7,4,batch_064,Team 01,Premium Quality,premium_quality,Premium quality,1,1,90.0,9714.36,31497.12,21782.76,166,0.9388,0.1336,65556.76,0.0,65556.76,False,85.4,0,10,77
64,7,4,batch_064,Team 04,Low-Cost Volume,innovation_leap,Innovation leap,2,5,38.7,8543.33,33788.37,25245.04,187,0.9196,0.7754,27485.83,28000.0,-514.1699999999983,True,39.75,0,15,275
64,7,4,batch_064,Team 05,Community / Club,cash_conservative,Cash conservative,3,3,50.0,8350.17,21852.48,13502.31,168,0.7399,0.2711,53155.42,0.0,53155.42,False,27.42,46,12,22
64,7,4,batch_064,Team 03,Engineering Challenger,balanced_sop,Balanced S&OP,4,2,66.7,8299.08,29637.0,21337.92,178,0.9535,0.1384,60312.93,4000.0,56312.93,False,68.91,0,7,34
64,7,4,batch_064,Team 07,Sponsorship Growth,premium_quality,Premium quality,5,4,40.0,5722.15,36685.44,30963.29,237,0.9013,0.2206,51903.68,0.0,51903.68,False,68.52,1,23,222
64,7,4,batch_064,Team 06,Premium Quality,aggressive_growth,Aggressive growth,6,6,32.0,541.25,32653.44,32112.19,191,0.9896,0.5977,61893.31,40000.0,21893.309999999998,True,68.58,0,1,75
64,7,4,batch_064,Team 02,Sponsorship Growth,low_cost_volume,Low-cost volume,7,7,8.7,-2513.86,36541.12,39054.98,284,0.9824,1.0136,5088.39,14000.0,-8911.61,True,0.0,0,3,83
65,7,4,batch_065,Team 07,Sponsorship Growth,premium_quality,Premium quality,1,1,86.7,12311.59,43590.96,31279.37,290,0.7714,0.1982,78092.69,0.0,78092.69,False,49.64,62,23,4
65,7,4,batch_065,Team 01,Premium Quality,premium_quality,Premium quality,2,2,63.3,11693.26,34192.8,22499.54,182,0.7127,0.2543,74820.6,0.0,74820.6,False,50.79,59,14,0
65,7,4,batch_065,Team 03,Engineering Challenger,balanced_sop,Balanced S&OP,3,3,63.3,9933.29,32617.0,22683.71,198,0.7306,0.1903,73729.5,4000.0,69729.5,False,48.09,48,24,0
65,7,4,batch_065,Team 05,Community / Club,cash_conservative,Cash conservative,4,5,33.3,8851.64,22996.92,14145.28,179,0.54,0.3708,69384.17,0.0,69384.17,False,23.84,139,12,0
65,7,4,batch_065,Team 04,Low-Cost Volume,innovation_leap,Innovation leap,5,6,25.3,8397.67,34254.99,25857.32,252,0.8017,0.4423,48974.29,28000.0,20974.29,True,28.58,27,34,98
65,7,4,batch_065,Team 06,Premium Quality,aggressive_growth,Aggressive growth,6,4,35.3,3889.11,38044.8,34155.69,227,0.7482,0.1374,86915.73,40000.0,46915.729999999996,True,66.26,26,50,34
65,7,4,batch_065,Team 02,Sponsorship Growth,low_cost_volume,Low-cost volume,7,7,18.7,-710.37,40986.88,41697.25,325,0.8869,0.2871,27206.84,14000.0,13206.84,True,19.41,0,39,66
66,4,4,batch_066,Team 01,Premium Quality,premium_quality,Premium quality,1,1,66.7,8978.49,34192.8,25214.31,182,0.6913,0.2779,63961.52,0.0,63961.52,False,49.32,67,14,0
66,4,4,batch_066,Team 03,Engineering Challenger,balanced_sop,Balanced S&OP,2,2,66.7,7364.11,32617.0,25252.89,198,0.7167,0.2071,50886.17,4000.0,46886.17,False,32.15,53,24,0
66,4,4,batch_066,Team 04,Low-Cost Volume,innovation_leap,Innovation leap,3,4,25.3,5202.27,34566.21,29363.94,258,0.7485,0.4559,33867.28,28000.0,5867.279999999999,True,18.65,51,34,101
66,4,4,batch_066,Team 02,Sponsorship Growth,low_cost_volume,Low-cost volume,4,3,25.3,-2330.01,44725.12,47055.13,361,0.8746,0.2584,1169.99,23552.97,-22382.98,True,0.0,0,51,7
67,10,4,batch_067,Team 10,Community / Club,innovation_leap,Innovation leap,1,4,56.4,11360.6,31942.26,20581.66,215,0.7608,0.3027,57768.27,28000.0,29768.269999999997,True,47.87,42,24,44
67,10,4,batch_067,Team 05,Community / Club,cash_conservative,Cash conservative,2,2,66.7,10381.71,25536.72,15155.01,199,0.7463,0.2333,61163.62,0.0,61163.62,False,43.91,54,12,39
67,10,4,batch_067,Team 01,Premium Quality,premium_quality,Premium quality,3,1,75.6,9011.87,32844.96,23833.09,174,0.8302,0.1476,62220.02,0.0,62220.02,False,77.81,21,14,47
67,10,4,batch_067,Team 03,Engineering Challenger,balanced_sop,Balanced S&OP,4,3,65.3,8103.82,32047.0,23943.18,193,0.9689,0.1022,59889.25,4000.0,55889.25,True,75.91,0,5,62
67,10,4,batch_067,Team 04,Low-Cost Volume,innovation_leap,Innovation leap,5,8,27.6,6844.21,34579.44,27735.23,222,0.8299,0.5678,28949.95,28000.0,949.9500000000007,True,40.44,10,34,200
67,10,4,batch_067,Team 07,Sponsorship Growth,premium_quality,Premium quality,6,5,55.6,6490.06,40139.28,33649.22,263,0.8475,0.1506,51369.07,0.0,51369.07,False,67.64,22,23,147
67,10,4,batch_067,Team 08,Engineering Challenger,low_cost_volume,Low-cost volume,7,6,40.9,738.81,29951.68,29212.87,204,0.9973,0.357,42690.9,14000.0,28690.9,True,66.88,0,0,52
67,10,4,batch_067,Team 06,Premium Quality,aggressive_growth,Aggressive growth,8,7,34.2,-2151.46,33964.8,36116.26,200,0.9986,0.3881,53516.91,40000.0,13516.910000000003,True,83.89,0,0,196
67,10,4,batch_067,Team 02,Sponsorship Growth,low_cost_volume,Low-cost volume,9,9,16.4,-9015.67,34832.16,43847.83,273,0.9939,0.5859,10457.92,14000.0,-3542.08,True,35.0,0,0,156
67,10,4,batch_067,Team 09,Low-Cost Volume,balanced_sop,Balanced S&OP,10,10,5.3,-11790.96,24578.0,36368.96,238,0.9932,0.6024,0.0,15151.31,-15151.31,True,43.44,0,0,578
68,9,4,batch_068,Team 05,Community / Club,cash_conservative,Cash conservative,1,1,80.0,5675.19,19832.88,14157.69,153,0.8222,0.326,41068.97,0.0,41068.97,False,49.86,19,12,106
68,9,4,batch_068,Team 01,Premium Quality,premium_quality,Premium quality,2,2,75.0,1164.9,24269.76,23104.86,127,0.9902,0.4034,23985.03,0.0,23985.03,False,84.77,0,0,277
68,9,4,batch_068,Team 03,Engineering Challenger,balanced_sop,Balanced S&OP,3,4,52.0,-1124.9,21496.0,22620.9,129,0.9889,0.5332,26676.83,4000.0,22676.83,True,74.34,0,0,222
68,9,4,batch_068,Team 08,Engineering Challenger,low_cost_volume,Low-cost volume,4,5,47.0,-1713.44,24992.88,26706.32,169,0.993,1.0756,24772.05,14000.0,10772.05,True,61.92,0,0,72
68,9,4,batch_068,Team 07,Sponsorship Growth,premium_quality,Premium quality,5,3,62.5,-2121.0,30304.8,32425.8,197,0.9943,0.4284,11559.18,0.0,11559.18,False,74.66,0,0,455
68,9,4,batch_068,Team 04,Low-Cost Volume,innovation_leap,Innovation leap,6,8,24.5,-2962.66,32294.75,35257.41,171,0.9916,1.0006,4037.34,33703.09,-29665.749999999996,True,42.62,0,0,412
68,9,4,batch_068,Team 02,Sponsorship Growth,low_cost_volume,Low-cost volume,7,7,27.0,-7196.29,32408.64,39604.93,253,0.9947,1.4221,0.0,14254.85,-14254.85,True,14.97,0,0,115
68,9,4,batch_068,Team 06,Premium Quality,aggressive_growth,Aggressive growth,8,6,29.5,-11440.18,22095.36,33535.54,130,0.9947,1.1272,28465.78,40000.0,-11534.220000000001,True,81.28,0,0,262
68,9,4,batch_068,Team 09,Low-Cost Volume,balanced_sop,Balanced S&OP,9,9,7.0,-16027.17,17116.0,33143.17,167,0.9917,1.2804,0.0,22596.1,-22596.1,True,40.13,0,0,542
69,8,4,batch_069,Team 07,Sponsorship Growth,premium_quality,Premium quality,1,1,80.0,13955.77,43882.56,29926.79,293,0.7626,0.2165,83592.0,0.0,83592.0,False,52.64,67,23,0
69,8,4,batch_069,Team 01,Premium Quality,premium_quality,Premium quality,2,3,62.9,12647.25,34192.8,21545.55,182,0.7373,0.2269,78641.11,0.0,78641.11,False,58.7,50,14,0
69,8,4,batch_069,Team 03,Engineering Challenger,balanced_sop,Balanced S&OP,3,2,68.6,11122.17,32617.0,21494.83,198,0.7601,0.1543,64831.11,4000.0,60831.11,False,40.7,38,24,0
69,8,4,batch_069,Team 05,Community / Club,cash_conservative,Cash conservative,4,6,34.3,9481.43,22996.92,13515.49,179,0.5421,0.3684,55474.03,0.0,55474.03,False,5.82,138,12,0
69,8,4,batch_069,Team 08,Engineering Challenger,low_cost_volume,Low-cost volume,5,4,49.1,8330.75,34957.12,26626.37,241,0.8596,0.1611,35436.73,14000.0,21436.730000000003,True,14.99,0,38,0
69,8,4,batch_069,Team 06,Premium Quality,aggressive_growth,Aggressive growth,6,5,37.7,4944.3,37445.76,32501.46,223,0.781,0.1803,70934.19,40000.0,30934.190000000002,True,47.91,12,50,14
69,8,4,batch_069,Team 02,Sponsorship Growth,low_cost_volume,Low-cost volume,7,7,28.6,4931.08,44359.04,39427.96,357,0.9047,0.3318,12192.48,14000.0,-1807.5200000000004,False,0.0,0,36,11
69,8,4,batch_069,Team 04,Low-Cost Volume,innovation_leap,Innovation leap,8,8,14.9,2363.29,36267.73,33904.44,268,0.782,0.3291,39982.74,28000.0,11982.739999999998,True,26.49,39,34,127
70,6,4,batch_070,Team 04,Low-Cost Volume,innovation_leap,Innovation leap,1,4,48.0,6110.64,36063.2,29952.56,185,0.9197,0.8001,13110.64,37138.28,-24027.64,True,43.09,0,15,301
70,6,4,batch_070,Team 05,Community / Club,cash_conservative,Cash conservative,2,2,68.0,6081.5,22899.0,16817.5,176,0.7674,0.2575,40550.26,0.0,40550.26,False,50.42,41,12,158
70,6,4,batch_070,Team 01,Premium Quality,premium_quality,Premium quality,3,1,72.0,2806.43,28723.68,25917.25,151,0.9926,0.1833,26393.88,0.0,26393.88,False,83.98,0,0,199
70,6,4,batch_070,Team 03,Engineering Challenger,balanced_sop,Balanced S&OP,4,3,52.0,-144.83,26132.0,26276.83,158,0.9968,0.2618,22580.3,4000.0,18580.3,True,73.78,0,0,236
70,6,4,batch_070,Team 06,Premium Quality,aggressive_growth,Aggressive growth,5,5,16.0,-12790.32,26317.44,39107.76,156,0.9912,0.7664,10386.09,40000.0,-29613.91,True,80.27,0,0,386
70,6,4,batch_070,Team 02,Sponsorship Growth,low_cost_volume,Low-cost volume,6,6,12.0,-19996.16,27183.2,47179.36,214,0.993,0.9257,0.0,29176.22,-29176.22,True,46.12,0,0,282
71,6,4,batch_071,Team 01,Premium Quality,premium_quality,Premium quality,1,1,72.0,10902.06,34192.8,23290.74,182,0.631,0.344,71716.39,0.0,71716.39,False,58.05,91,14,0
71,6,4,batch_071,Team 03,Engineering Challenger,balanced_sop,Balanced S&OP,2,2,72.0,9337.97,32617.0,23279.03,198,0.6685,0.2652,58028.96,4000.0,54028.96,False,39.39,73,24,0
71,6,4,batch_071,Team 04,Low-Cost Volume,innovation_leap,Innovation leap,3,4,36.0,8805.65,36198.12,27392.47,250,0.7857,0.461,32077.16,28000.0,4077.16,True,29.14,32,34,177
71,6,4,batch_071,Team 05,Community / Club,cash_conservative,Cash conservative,4,5,32.0,8224.07,22996.92,14772.85,179,0.5252,0.3887,50362.33,0.0,50362.33,False,5.63,149,12,0
71,6,4,batch_071,Team 06,Premium Quality,aggressive_growth,Aggressive growth,5,3,40.0,4199.64,39093.12,34893.48,234,0.7252,0.1421,63261.54,40000.0,23261.54,True,46.53,37,50,1
71,6,4,batch_071,Team 02,Sponsorship Growth,low_cost_volume,Low-cost volume,6,6,24.0,524.72,43744.8,43220.08,351,0.8546,0.2673,4024.72,16865.65,-12840.930000000002,True,0.0,0,59,16
72,10,4,batch_072,Team 10,Community / Club,innovation_leap,Innovation leap,1,4,56.4,12456.39,31502.52,19046.13,185,0.8106,0.3992,49638.14,28000.0,21638.14,True,60.07,18,24,118
72,10,4,batch_072,Team 04,Low-Cost Volume,innovation_leap,Innovation leap,2,6,40.9,11328.89,36905.41,25576.52,183,0.9116,0.8167,19393.28,28000.0,-8606.720000000001,True,41.62,0,16,308
72,10,4,batch_072,Team 05,Community / Club,cash_conservative,Cash conservative,3,2,64.4,7438.84,21956.52,14517.68,169,0.7788,0.2747,48435.73,0.0,48435.73,False,52.48,35,12,181
72,10,4,batch_072,Team 01,Premium Quality,premium_quality,Premium quality,4,1,75.6,6753.45,29224.8,22471.35,153,0.9911,0.166,42577.33,0.0,42577.33,False,86.93,0,0,187
72,10,4,batch_072,Team 07,Sponsorship Growth,premium_quality,Premium quality,5,3,60.0,3656.31,35268.48,31612.17,227,0.9898,0.2601,31835.79,0.0,31835.79,False,77.24,0,0,346
72,10,4,batch_072,Team 03,Engineering Challenger,balanced_sop,Balanced S&OP,6,5,54.2,3305.15,26123.0,22817.85,157,0.9919,0.2636,36998.28,4000.0,32998.28,True,76.69,0,0,235
72,10,4,batch_072,Team 08,Engineering Challenger,low_cost_volume,Low-cost volume,7,8,32.0,-4446.69,23026.96,27473.65,158,0.991,0.6559,28137.82,14000.0,14137.82,True,75.63,0,0,206
