round_number,team_name,product_id,product_name,slot_name,target_segment,lifecycle_stage,age_in_rounds,tech_generation,cannibalization_group,selling_price_per_unit,forecast_units,planned_production_units,actual_production_units,defect_rate,good_units_produced,demand_allocated,actual_demand_units,sales_units,lost_sales_units,ending_inventory,fill_rate,forecast_error_units,absolute_error_units,forecast_bias_pct,mape_or_wape_value,revenue,production_cost,holding_cost,warranty_cost,allocated_procurement_cost,allocated_backlog_cost,allocated_expansion_cost,contribution_margin_per_unit,profit_contribution,beginning_inventory,backlog_units_start,backlog_units_end,tech_gap_to_market,tech_attractiveness_adjustment,cannibalization_in_units,cannibalization_out_units,launched_this_round,launch_event,retired_this_round,retirement_liquidation_revenue,notes,run_id,team_count,market_scenario,market_label
2,Team 06,team_06_B,Control Tour,B,mid,growth,3,2,tour,149.76,146,124,13,0.0079,12,94.25,94.25,47,27,0,0.4987,-51.75,51.75,-0.3545,0.5491,7038.72,1004.77,0.0,16.69,7326.81,200.0,1209.0,28.41,-4631.18,35,0,20,-1,0.882,0.0,0.0,False,,False,0.0,Production capped from 124 to 13 by shared capacity or materials. Lost 27 sales units. Carried 20 backlog units.,39,8,batch_039,Batch market 039
2,Team 06,team_06_C,Club Prestige,C,mid,maturity,4,1,club,132.48,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.08,0.0,0,0,0,-2,0.763,0.0,0.0,False,,False,0.0,,39,8,batch_039,Batch market 039
2,Team 07,team_07_A,Momentum Edge,A,mid,growth,2,2,power,157.68,108,110,110,0.0167,108,94.4,94.4,94,0,42,0.9958,-13.6,13.6,-0.1259,0.1441,14821.92,6296.4,275.6,70.58,5143.6,0.0,438.48,53.68,1556.68,28,0,0,-1,0.882,2.8,0.0,False,,False,0.0,,39,8,batch_039,Batch market 039
2,Team 07,team_07_B,Rise Power,B,premium,growth,3,3,power,192.24,76,78,78,0.0177,76,103.07,103.07,76,21,0,0.6329,27.07,27.07,0.3562,0.2627,14610.24,4569.24,16.73,60.63,3647.28,230.0,310.92,86.9,4639.23,0,17,23,0,1.0,3.19,0.0,False,,False,0.0,Lost 21 sales units. Carried 23 backlog units.,39,8,batch_039,Batch market 039
2,Team 07,team_07_C,Court Wave,C,beginner,maturity,4,1,entry,112.32,99,101,101,0.0181,99,74.68,74.68,74,0,36,0.9909,-24.32,24.32,-0.2457,0.3257,8311.68,5698.42,237.67,60.24,4722.76,0.0,402.6,9.14,-3633.22,11,0,0,-2,0.922,0.0,5.99,False,,False,0.0,,39,8,batch_039,Batch market 039
2,Team 08,team_08_A,Vector X,A,premium,growth,3,3,engineered,161.92,119,110,21,0.0083,20,99.82,99.82,36,25,0,0.3606,-19.18,19.18,-0.1611,0.1921,5829.12,1549.17,0.0,13.4,5275.76,380.0,854.61,50.01,-3003.41,16,0,38,0,1.0,0.0,0.0,False,,False,0.0,Production capped from 110 to 21 by shared capacity or materials. Lost 25 sales units. Carried 38 backlog units.,39,8,batch_039,Batch market 039
2,Team 08,team_08_B,Axis Control,B,mid,growth,2,2,engineered,131.12,145,134,25,0.0148,24,97.3,97.3,71,11,0,0.7297,-47.7,47.7,-0.3289,0.4902,9309.52,1806.75,0.0,47.32,6280.66,150.0,1017.39,20.71,-733.01,47,0,15,-1,0.882,0.0,0.0,False,,False,0.0,Production capped from 134 to 25 by shared capacity or materials. Lost 11 sales units. Carried 15 backlog units.,39,8,batch_039,Batch market 039
2,Team 08,team_08_C,Baseline Drive,C,beginner,maturity,5,1,entry,98.56,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.77,0.0,0,0,0,-2,0.922,0.0,0.0,False,,False,0.0,,39,8,batch_039,Batch market 039
3,Team 01,team_01_A,Elite Spin Pro,A,premium,growth,3,3,tour,209.52,85,87,87,0.005,86,125.8,125.8,86,39,0,0.6152,40.8,40.8,0.48,0.3243,18018.72,5691.54,71.87,19.35,4481.37,140.0,442.57,92.59,5375.1,0,14,14,0,1.0,7.86,0.0,False,,False,0.0,Lost 39 sales units. Carried 14 backlog units.,39,8,batch_039,Batch market 039
3,Team 01,team_01_B,Control Tour,B,mid,maturity,4,2,tour,168.48,95,97,97,0.005,96,84.23,84.23,84,0,30,0.9973,-10.77,10.77,-0.1134,0.1279,14152.32,6177.93,260.13,18.9,4996.47,0.0,493.43,53.28,1002.38,18,0,0,-1,0.879,0.0,7.86,False,,False,0.0,,39,8,batch_039,Batch market 039
3,Team 01,team_01_C,Club Prestige,C,mid,maturity,4,1,club,149.04,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.51,0.0,0,0,0,-2,0.758,0.0,0.0,False,,False,0.0,,39,8,batch_039,Batch market 039
3,Team 02,team_02_A,Momentum Edge,A,mid,growth,3,2,power,128.48,158,146,0,0.0392,0,97.83,97.83,0,90,0,0.0,-60.17,60.17,-0.3808,0.615,0.0,0.0,0.0,0.0,0.0,320.0,0.0,77.94,-930.39,0,25,32,-1,0.879,7.99,0.0,False,,False,0.0,Production capped from 146 to 0 by shared capacity or materials. Lost 90 sales units. Carried 32 backlog units.,39,8,batch_039,Batch market 039
3,Team 02,team_02_B,Rise Power,B,premium,maturity,4,3,power,156.64,112,104,0,0.0368,0,74.52,74.52,0,85,0,0.0,-37.48,37.48,-0.3346,0.5029,0.0,0.0,0.0,0.0,0.0,290.0,0.0,106.1,-754.96,0,40,29,0,1.0,1.71,5.48,False,,False,0.0,Production capped from 104 to 0 by shared capacity or materials. Lost 85 sales units. Carried 29 backlog units.,39,8,batch_039,Batch market 039
3,Team 02,team_02_C,Court Wave,C,beginner,maturity,5,1,entry,91.52,145,134,0,0.0441,0,68.06,68.06,0,64,0,0.0,-76.94,76.94,-0.5306,1.1304,0.0,0.0,0.0,0.0,0.0,220.0,0.0,40.98,-644.65,0,18,22,-2,0.92,0.0,4.22,False,,False,0.0,Production capped from 134 to 0 by shared capacity or materials. Lost 64 sales units. Carried 22 backlog units.,39,8,batch_039,Batch market 039
3,Team 03,team_03_A,Vector X,A,premium,maturity,4,3,engineered,184.0,90,90,90,0.005,89,94.99,94.99,89,8,0,0.7808,4.99,4.99,0.0555,0.0525,16376.0,5589.0,14.4,20.02,4222.37,160.0,388.8,78.46,4851.07,0,19,16,0,1.0,0.0,7.15,False,,False,0.0,Lost 8 sales units. Carried 16 backlog units.,39,8,batch_039,Batch market 039
3,Team 03,team_03_B,Axis Control,B,mid,growth,3,2,engineered,149.0,110,110,110,0.005,109,115.1,115.1,109,3,0,0.9076,5.1,5.1,0.0464,0.0443,16241.0,6596.7,17.6,24.53,5160.67,80.0,475.2,45.59,2516.64,0,5,8,-1,0.879,7.15,0.0,False,,False,0.0,Lost 3 sales units. Carried 8 backlog units.,39,8,batch_039,Batch market 039
3,Team 03,team_03_C,Baseline Drive,C,beginner,maturity,5,1,entry,112.0,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.13,0.0,0,0,0,-2,0.92,0.0,0.0,False,,False,0.0,,39,8,batch_039,Batch market 039
3,Team 04,team_04_A,Starter Pop,A,beginner,maturity,4,1,entry,93.45,144,141,141,0.0464,134,89.05,89.05,89,0,132,0.9994,-54.95,54.95,-0.3816,0.617,8317.05,6144.78,822.79,185.75,4602.73,0.0,379.24,15.55,-6782.66,87,0,0,-2,0.92,6.26,3.2,False,,False,0.0,,39,8,batch_039,Batch market 039
3,Team 04,team_04_B,Club Value,B,beginner,maturity,6,1,entry,102.9,125,123,123,0.0445,117,74.53,74.53,74,0,159,0.9929,-50.47,50.47,-0.4038,0.6772,7614.6,5420.61,980.86,148.11,4015.14,0.0,330.83,24.51,-5761.8,116,0,0,-2,0.92,0.0,8.94,False,,False,0.0,,39,8,batch_039,Batch market 039
3,Team 04,team_04_C,Flex Edge,C,mid,growth,3,2,hybrid,128.1,86,84,84,0.0475,80,106.79,106.79,80,0,0,0.6969,20.79,20.79,0.2417,0.1947,10248.0,3833.76,18.34,170.83,2742.05,340.0,225.93,48.14,-637.65,0,8,34,-1,0.879,5.88,0.0,False,,False,0.0,Carried 34 backlog units.,39,8,batch_039,Batch market 039
3,Team 05,team_05_A,Club Control,A,mid,maturity,5,2,club,134.64,83,90,73,0.0221,71,86.36,86.36,71,16,0,0.7945,3.36,3.36,0.0405,0.039,9559.44,3399.61,0.0,70.51,2586.39,20.0,0.0,52.64,3254.25,0,3,2,-1,0.879,4.39,12.34,False,,False,0.0,Production capped from 90 to 73 by shared capacity or materials. Lost 16 sales units. Carried 2 backlog units.,39,8,batch_039,Batch market 039
3,Team 05,team_05_B,Court Starter,B,beginner,maturity,6,1,club,104.04,72,78,64,0.0268,62,74.34,74.34,62,13,0,0.8122,2.34,2.34,0.0325,0.0315,6450.48,2934.4,0.0,74.73,2267.52,10.0,0.0,22.76,967.0,0,2,1,-2,0.92,0.0,11.33,False,,False,0.0,Production capped from 78 to 64 by shared capacity or materials. Lost 13 sales units. Carried 1 backlog units.,39,8,batch_039,Batch market 039
3,Team 05,team_05_C,Club Spin,C,mid,growth,3,2,club,148.92,52,57,47,0.0201,46,122.55,122.55,46,74,0,0.3551,70.55,70.55,1.3568,0.5757,6850.32,2242.37,0.0,41.7,1665.21,90.0,0.0,65.78,2486.55,0,7,9,-1,0.879,19.28,0.0,False,,False,0.0,Production capped from 57 to 47 by shared capacity or materials. Lost 74 sales units. Carried 9 backlog units.,39,8,batch_039,Batch market 039
3,Team 06,team_06_A,Elite Spin Pro,A,premium,growth,3,3,tour,186.24,132,112,112,0.005,111,124.37,124.37,111,0,0,0.719,-7.63,7.63,-0.0578,0.0613,20672.64,7601.44,67.39,24.98,6554.81,430.0,1059.25,73.38,2554.23,0,30,43,0,1.0,7.9,0.0,False,,False,0.0,Carried 43 backlog units.,39,8,batch_039,Batch market 039
3,Team 06,team_06_B,Control Tour,B,mid,maturity,4,2,tour,149.76,146,124,124,0.0059,123,84.61,84.61,104,0,19,0.9942,-61.39,61.39,-0.4205,0.7256,15575.04,8150.52,188.61,27.56,7257.12,0.0,1172.75,39.04,-2840.98,0,20,0,-1,0.879,0.0,7.9,False,,False,0.0,,39,8,batch_039,Batch market 039
3,Team 06,team_06_C,Club Prestige,C,mid,maturity,4,1,club,132.48,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.95,0.0,0,0,0,-2,0.758,0.0,0.0,False,,False,0.0,,39,8,batch_039,Batch market 039
3,Team 07,team_07_A,Momentum Edge,A,mid,growth,3,2,power,157.68,108,110,110,0.0167,108,116.25,116.25,116,0,34,0.9979,8.25,8.25,0.0764,0.0709,18290.88,6416.3,227.6,87.1,5252.5,0.0,438.48,51.6,4710.56,42,0,0,-1,0.879,10.37,0.0,False,,False,0.0,,39,8,batch_039,Batch market 039
3,Team 07,team_07_B,Rise Power,B,premium,maturity,4,3,power,192.24,76,78,78,0.0157,76,96.93,96.93,76,20,0,0.6337,20.93,20.93,0.2754,0.2159,14610.24,4655.04,16.73,53.79,3724.5,230.0,310.92,84.81,4653.39,0,23,23,0,1.0,2.21,7.13,False,,False,0.0,Lost 20 sales units. Carried 23 backlog units.,39,8,batch_039,Batch market 039
3,Team 07,team_07_C,Court Wave,C,beginner,maturity,5,1,entry,112.32,99,101,101,0.0181,99,87.89,87.89,87,0,48,0.9899,-11.11,11.11,-0.1122,0.1264,9771.84,5808.51,309.67,70.82,4822.75,0.0,402.6,7.06,-2518.3,36,0,0,-2,0.92,0.0,5.45,False,,False,0.0,,39,8,batch_039,Batch market 039
3,Team 08,team_08_A,Vector X,A,premium,maturity,4,3,engineered,161.92,119,110,0,0.0063,0,81.19,81.19,0,93,0,0.0,-37.81,37.81,-0.3177,0.4656,0.0,0.0,0.0,0.0,0.0,260.0,0.0,110.05,-912.06,0,38,26,0,1.0,0.0,6.11,False,,False,0.0,Production capped from 110 to 0 by shared capacity or materials. Lost 93 sales units. Carried 26 backlog units.,39,8,batch_039,Batch market 039
3,Team 08,team_08_B,Axis Control,B,mid,growth,3,2,engineered,131.12,145,134,0,0.0148,0,105.58,105.58,0,93,0,0.0,-39.42,39.42,-0.2718,0.3733,0.0,0.0,0.0,0.0,0.0,270.0,0.0,79.25,-1117.94,0,15,27,-1,0.879,6.11,0.0,False,,False,0.0,Production capped from 134 to 0 by shared capacity or materials. Lost 93 sales units. Carried 27 backlog units.,39,8,batch_039,Batch market 039
3,Team 08,team_08_C,Baseline Drive,C,beginner,maturity,5,1,entry,98.56,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.69,0.0,0,0,0,-2,0.92,0.0,0.0,False,,False,0.0,,39,8,batch_039,Batch market 039
4,Team 01,team_01_A,Elite Spin Pro,A,premium,maturity,4,3,tour,209.52,85,87,87,0.005,86,119.8,119.8,86,33,0,0.6427,34.8,34.8,0.4094,0.2905,18018.72,5793.33,71.87,19.35,4574.46,140.0,442.57,90.35,5308.46,0,14,14,-1,0.869,5.16,0.0,False,,False,0.0,Lost 33 sales units. Carried 14 backlog units.,39,8,batch_039,Batch market 039
4,Team 01,team_01_B,Control Tour,B,mid,maturity,5,2,tour,168.48,95,97,97,0.005,96,95.58,95.58,95,0,31,0.9939,0.58,0.58,0.0061,0.0061,16005.6,6291.42,266.13,21.38,5100.26,0.0,493.43,51.04,2501.66,30,0,0,-2,0.752,0.0,5.16,False,,False,0.0,,39,8,batch_039,Batch market 039
4,Team 01,team_01_C,Club Prestige,C,mid,maturity,4,1,club,149.04,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.39,0.0,0,0,0,-3,0.72,0.0,0.0,False,,False,0.0,,39,8,batch_039,Batch market 039
4,Team 02,team_02_A,Momentum Edge,A,mid,maturity,4,2,power,128.48,158,146,146,0.0372,140,97.81,97.81,129,0,11,0.9938,-60.19,60.19,-0.381,0.6154,16573.92,8611.08,135.96,215.91,7009.32,0.0,793.88,30.77,-717.04,0,32,0,-2,0.752,5.88,0.0,False,,False,0.0,,39,8,batch_039,Batch market 039
4,Team 02,team_02_B,Rise Power,B,premium,maturity,5,3,power,156.64,112,104,104,0.0368,100,91.66,91.66,100,0,0,0.8288,-20.34,20.34,-0.1816,0.2219,15664.0,6383.52,49.83,165.77,4992.94,200.0,565.5,56.53,2814.61,0,29,20,-1,0.869,2.27,3.92,False,,False,0.0,Carried 20 backlog units.,39,8,batch_039,Batch market 039
4,Team 02,team_02_C,Court Wave,C,beginner,maturity,6,1,entry,91.52,145,134,134,0.0441,128,90.08,90.08,112,0,16,0.9993,-54.92,54.92,-0.3787,0.6096,10250.24,7825.6,160.21,222.3,6433.21,0.0,728.62,-5.61,-5603.06,0,22,0,-3,0.877,0.0,4.23,False,,False,0.0,,39,8,batch_039,Batch market 039
4,Team 03,team_03_A,Vector X,A,premium,maturity,5,3,engineered,184.0,90,90,90,0.005,89,109.42,109.42,89,15,0,0.7096,19.42,19.42,0.2158,0.1775,16376.0,5691.6,28.8,20.02,4309.85,210.0,388.8,76.42,4468.51,0,16,21,-1,0.869,0.0,4.8,False,,False,0.0,Lost 15 sales units. Carried 21 backlog units.,39,8,batch_039,Batch market 039
4,Team 03,team_03_B,Axis Control,B,mid,maturity,4,2,engineered,149.0,110,110,110,0.005,109,107.96,107.96,109,3,0,0.94,-2.04,2.04,-0.0186,0.0189,16241.0,6721.0,35.2,24.53,5267.59,30.0,475.2,43.56,2445.9,0,8,3,-2,0.752,4.8,0.0,False,,False,0.0,Lost 3 sales units. Carried 3 backlog units.,39,8,batch_039,Batch market 039
4,Team 03,team_03_C,Baseline Drive,C,beginner,maturity,5,1,entry,112.0,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.06,0.0,0,0,0,-3,0.877,0.0,0.0,False,,False,0.0,,39,8,batch_039,Batch market 039
4,Team 04,team_04_A,Starter Pop,A,beginner,maturity,5,1,entry,93.45,144,141,141,0.0464,134,108.01,108.01,108,0,158,0.9999,-35.99,35.99,-0.2499,0.3332,10092.6,6263.22,973.86,225.4,4690.81,0.0,390.46,14.0,-5909.09,132,0,0,-3,0.877,6.01,2.3,False,,False,0.0,,39,8,batch_039,Batch market 039
4,Team 04,team_04_B,Club Value,B,beginner,decline,7,1,entry,102.9,115,113,113,0.0475,107,72.53,72.53,72,0,0,0.9927,-42.47,42.47,-0.3693,0.5855,7408.8,5099.69,20.73,153.83,3759.3,0.0,312.92,22.74,4723.37,159,0,0,-3,0.877,0.0,7.55,False,,True,8983.17,Retired at the end of the round.,39,8,batch_039,Batch market 039
4,Team 04,team_04_C,Flex Edge,C,mid,maturity,4,2,hybrid,128.1,86,84,84,0.0455,80,100.57,100.57,80,20,0,0.5945,14.57,14.57,0.1695,0.1449,10248.0,3906.84,15.41,163.63,2794.52,340.0,232.62,46.56,-424.95,0,34,34,-2,0.752,3.84,0.0,False,,False,0.0,Lost 20 sales units. Carried 34 backlog units.,39,8,batch_039,Batch market 039
4,Team 05,team_05_A,Club Control,A,mid,maturity,6,2,club,134.64,83,90,76,0.0221,74,97.97,97.97,74,22,0,0.7402,14.97,14.97,0.1804,0.1528,9963.36,3605.44,0.0,73.49,2688.42,30.0,0.0,51.04,3302.68,0,2,3,-2,0.752,4.12,7.94,False,,False,0.0,Production capped from 90 to 76 by shared capacity or materials. Lost 22 sales units. Carried 3 backlog units.,39,8,batch_039,Batch market 039
4,Team 05,team_05_B,Court Starter,B,beginner,decline,7,1,club,104.04,66,72,60,0.0298,58,72.46,72.46,58,14,0,0.7895,6.46,6.46,0.0979,0.0892,6034.32,2808.0,0.0,77.74,2122.43,10.0,0.0,21.08,821.38,0,1,1,-3,0.877,0.0,8.04,False,,False,0.0,Production capped from 72 to 60 by shared capacity or materials. Lost 14 sales units. Carried 1 backlog units.,39,8,batch_039,Batch market 039
4,Team 05,team_05_C,Club Spin,C,mid,maturity,4,2,club,148.92,52,57,48,0.0181,47,108.6,108.6,47,62,0,0.3997,56.6,56.6,1.0884,0.5212,6999.24,2332.32,0.0,38.38,1697.95,80.0,0.0,64.17,2558.7,0,9,8,-2,0.752,11.86,0.0,False,,False,0.0,Production capped from 57 to 48 by shared capacity or materials. Lost 62 sales units. Carried 8 backlog units.,39,8,batch_039,Batch market 039
4,Team 06,team_06_A,Elite Spin Pro,A,premium,maturity,4,3,tour,186.24,132,112,112,0.005,111,119.26,119.26,111,1,0,0.6841,-12.74,12.74,-0.0965,0.1068,20672.64,7743.68,134.78,24.98,6690.31,500.0,1059.25,71.18,2309.35,0,43,50,-1,0.869,5.22,0.0,False,,False,0.0,Lost 1 sales units. Carried 50 backlog units.,39,8,batch_039,Batch market 039
4,Team 06,team_06_B,Control Tour,B,mid,maturity,5,2,tour,149.76,146,124,124,0.0059,123,96.57,96.57,96,0,46,0.9941,-49.43,49.43,-0.3386,0.5118,14376.96,8305.52,425.22,25.44,7407.13,0.0,1172.75,36.86,-4748.81,19,0,0,-2,0.752,0.0,5.22,False,,False,0.0,,39,8,batch_039,Batch market 039
4,Team 06,team_06_C,Club Prestige,C,mid,maturity,4,1,club,132.48,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.83,0.0,0,0,0,-3,0.72,0.0,0.0,False,,False,0.0,,39,8,batch_039,Batch market 039
4,Team 07,team_07_A,Momentum Edge,A,mid,maturity,4,2,power,157.68,108,110,110,0.0147,108,108.05,108.05,108,0,34,0.9995,0.05,0.05,0.0005,0.0005,17029.44,6535.1,227.6,71.37,5360.3,0.0,438.48,49.54,3410.52,34,0,0,-2,0.752,7.15,0.0,False,,False,0.0,,39,8,batch_039,Batch market 039
4,Team 07,team_07_B,Rise Power,B,premium,maturity,5,3,power,192.24,76,78,78,0.0157,76,111.59,111.59,76,35,0,0.5647,35.59,35.59,0.4682,0.3189,14610.24,4741.62,16.73,53.79,3800.94,230.0,310.92,82.72,4437.9,0,23,23,-1,0.869,2.75,4.77,False,,False,0.0,Lost 35 sales units. Carried 23 backlog units.,39,8,batch_039,Batch market 039
4,Team 07,team_07_C,Court Wave,C,beginner,maturity,6,1,entry,112.32,99,101,101,0.0181,99,109.09,109.09,109,0,38,0.9991,10.09,10.09,0.102,0.0925,12242.88,5918.6,249.67,88.73,4921.73,0.0,402.6,4.99,-334.04,48,0,0,-3,0.877,0.0,5.13,False,,False,0.0,,39,8,batch_039,Batch market 039
4,Team 08,team_08_A,Vector X,A,premium,maturity,5,3,engineered,161.92,119,110,110,0.0063,109,99.23,99.23,109,0,0,0.8704,-19.77,19.77,-0.1661,0.1992,17649.28,7043.3,53.2,30.77,5429.78,160.0,843.93,58.14,3362.16,0,26,16,-1,0.869,0.0,4.35,False,,False,0.0,Carried 16 backlog units.,39,8,batch_039,Batch market 039
4,Team 08,team_08_B,Axis Control,B,mid,maturity,4,2,engineered,131.12,145,134,134,0.0128,132,105.75,105.75,132,0,0,0.9944,-39.25,39.25,-0.2707,0.3712,17307.84,8238.32,64.8,76.1,6614.47,0.0,1028.07,29.89,512.22,0,27,0,-2,0.752,4.35,0.0,False,,False,0.0,,39,8,batch_039,Batch market 039
4,Team 08,team_08_C,Baseline Drive,C,beginner,maturity,5,1,entry,98.56,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.62,0.0,0,0,0,-3,0.877,0.0,0.0,False,,False,0.0,,39,8,batch_039,Batch market 039
1,Team 01,team_01_A,Elite Spin Pro,A,premium,launch,1,3,tour,209.52,85,87,87,0.005,86,75.81,75.81,75,0,11,0.9893,-9.19,9.19,-0.1081,0.1212,15714.0,4932.03,137.87,16.88,3792.33,0.0,442.57,109.24,4930.91,0,0,0,1,1.054,0.0,0.0,False,,False,0.0,,40,9,batch_040,Batch market 040
1,Team 01,team_01_B,Control Tour,B,mid,growth,2,2,tour,168.48,95,97,97,0.005,96,79.82,79.82,79,0,17,0.9898,-15.18,15.18,-0.1598,0.1902,13309.92,5335.0,182.13,17.78,4228.23,0.0,493.43,69.89,1514.76,0,0,0,0,1.0,0.0,0.0,False,,False,0.0,,40,9,batch_040,Batch market 040
1,Team 01,team_01_C,Club Prestige,C,mid,maturity,4,1,club,149.04,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.9,0.0,0,0,0,-1,0.863,0.0,0.0,False,,False,0.0,,40,9,batch_040,Batch market 040
1,Team 02,team_02_A,Momentum Edge,A,mid,launch,1,2,power,128.48,158,146,122,0.0432,116,83.09,83.09,83,0,33,0.9989,-74.91,74.91,-0.4741,0.9015,10663.84,6114.64,198.0,161.33,5827.16,0.0,796.05,46.25,-2960.15,0,0,0,0,1.0,0.0,0.0,False,,False,0.0,Production capped from 146 to 122 by shared capacity or materials.,40,9,batch_040,Batch market 040
1,Team 02,team_02_B,Rise Power,B,premium,growth,2,3,power,156.64,112,104,86,0.0428,82,80.77,80.77,80,0,2,0.9904,-31.23,31.23,-0.2788,0.3866,12531.2,4521.02,12.0,154.22,4107.67,0.0,561.15,71.96,2663.04,0,0,0,1,1.054,0.0,0.0,False,,False,0.0,Production capped from 104 to 86 by shared capacity or materials.,40,9,batch_040,Batch market 040
1,Team 02,team_02_C,Court Wave,C,beginner,growth,3,1,entry,91.52,145,134,112,0.0461,106,72.73,72.73,72,0,34,0.99,-72.27,72.27,-0.4984,0.9938,6589.44,5548.48,204.0,149.39,5349.53,0.0,730.8,9.87,-5853.85,0,0,0,-1,0.965,0.0,0.0,False,,False,0.0,Production capped from 134 to 112 by shared capacity or materials.,40,9,batch_040,Batch market 040
1,Team 03,team_03_A,Vector X,A,premium,growth,2,3,engineered,184.0,90,90,90,0.005,89,82.42,82.42,82,0,7,0.9949,-7.58,7.58,-0.0843,0.092,15088.0,4823.1,123.0,18.45,3573.07,0.0,388.8,93.65,4899.1,0,0,0,1,1.054,0.0,0.0,False,,False,0.0,,40,9,batch_040,Batch market 040
1,Team 03,team_03_B,Axis Control,B,mid,launch,1,2,engineered,149.0,110,110,110,0.0077,109,80.79,80.79,80,0,29,0.9902,-29.21,29.21,-0.2656,0.3616,11920.0,5671.6,273.0,27.7,4367.09,0.0,475.2,60.68,-132.11,0,0,0,0,1.0,0.0,0.0,False,,False,0.0,,40,9,batch_040,Batch market 040
1,Team 03,team_03_C,Baseline Drive,C,beginner,maturity,5,1,entry,112.0,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.11,0.0,0,0,0,-1,0.965,0.0,0.0,False,,False,0.0,,40,9,batch_040,Batch market 040
1,Team 04,team_04_A,Starter Pop,A,beginner,growth,2,1,entry,93.45,144,141,141,0.0484,134,78.33,78.33,78,0,56,0.9958,-65.67,65.67,-0.4561,0.8384,7289.1,5263.53,394.34,169.81,3894.61,0.0,379.24,27.08,-6168.6,0,0,0,-1,0.965,7.65,0.0,False,,False,0.0,,40,9,batch_040,Batch market 040
1,Team 04,team_04_B,Club Value,B,beginner,maturity,4,1,entry,102.9,125,123,123,0.0445,117,51.69,51.69,51,0,66,0.9867,-73.31,73.31,-0.5865,1.4185,5247.9,4646.94,446.9,102.08,3397.43,0.0,330.83,36.08,-5890.88,0,0,0,-1,0.965,0.0,9.51,False,,False,0.0,,40,9,batch_040,Batch market 040
1,Team 04,team_04_C,Flex Edge,C,mid,launch,1,2,hybrid,128.1,86,84,84,0.0515,79,80.03,80.03,79,0,0,0.9871,-5.97,5.97,-0.0694,0.0746,10119.9,3291.96,34.76,182.91,2320.2,10.0,225.93,59.87,624.91,0,0,1,0,1.0,1.86,0.0,False,,False,0.0,Carried 1 backlog units.,40,9,batch_040,Batch market 040
1,Team 05,team_05_A,Club Control,A,mid,growth,3,2,club,134.64,83,90,90,0.0241,87,99.57,99.57,87,9,0,0.8737,16.57,16.57,0.1997,0.1664,11713.68,3584.7,60.0,94.23,2206.53,30.0,0.0,64.83,5428.15,0,0,3,0,1.0,5.66,0.0,False,,False,0.0,Lost 9 sales units. Carried 3 backlog units.,40,9,batch_040,Batch market 040
1,Team 05,team_05_B,Court Starter,B,beginner,maturity,4,1,club,104.04,72,78,78,0.0268,75,55.4,55.4,55,0,20,0.9928,-16.6,16.6,-0.2306,0.2997,5722.2,3049.02,172.0,66.29,1912.32,0.0,0.0,34.97,350.05,0,0,0,-1,0.965,0.0,10.83,False,,False,0.0,,40,9,batch_040,Batch market 040
1,Team 05,team_05_C,Club Spin,C,mid,launch,1,2,club,148.92,52,57,57,0.0241,55,85.88,85.88,55,21,0,0.6405,33.88,33.88,0.6514,0.3945,8190.6,2329.59,38.0,59.76,1397.47,90.0,0.0,78.07,4008.36,0,0,9,0,1.0,5.17,0.0,False,,False,0.0,Lost 21 sales units. Carried 9 backlog units.,40,9,batch_040,Batch market 040
