round_number,team_name,product_id,product_name,slot_name,target_segment,lifecycle_stage,age_in_rounds,tech_generation,cannibalization_group,selling_price_per_unit,forecast_units,planned_production_units,actual_production_units,defect_rate,good_units_produced,demand_allocated,actual_demand_units,sales_units,lost_sales_units,ending_inventory,fill_rate,forecast_error_units,absolute_error_units,forecast_bias_pct,mape_or_wape_value,revenue,production_cost,holding_cost,warranty_cost,allocated_procurement_cost,allocated_backlog_cost,allocated_expansion_cost,contribution_margin_per_unit,profit_contribution,beginning_inventory,backlog_units_start,backlog_units_end,tech_gap_to_market,tech_attractiveness_adjustment,cannibalization_in_units,cannibalization_out_units,launched_this_round,launch_event,retired_this_round,retirement_liquidation_revenue,notes,run_id,team_count,market_scenario,market_label
2,Team 02,team_02_C,Court Wave,C,beginner,maturity,4,1,entry,91.52,145,134,0,0.0387,0,42.37,42.37,42,0,18,0.9914,-102.63,102.63,-0.7078,2.4226,3843.84,0.0,108.0,73.18,0.0,0.0,0.0,47.13,3259.37,60,0,0,-1,0.962,0.0,3.4,False,,False,0.0,Production capped from 134 to 0 by shared capacity or materials.,31,8,batch_031,Batch market 031
2,Team 03,team_03_A,Vector X,A,premium,growth,3,3,engineered,184.0,90,90,90,0.005,89,57.9,57.9,57,0,69,0.9844,-32.1,32.1,-0.3566,0.5543,10488.0,4983.3,509.4,12.83,3709.15,0.0,388.8,90.47,-362.9,37,0,0,1,1.053,0.0,0.0,False,,False,0.0,,31,8,batch_031,Batch market 031
2,Team 03,team_03_B,Axis Control,B,mid,growth,2,2,engineered,149.0,110,110,110,0.005,109,58.14,58.14,58,0,111,0.9975,-51.86,51.86,-0.4714,0.8918,8642.0,5865.2,782.6,13.05,4533.41,0.0,475.2,57.52,-4280.04,60,0,0,0,1.0,0.0,0.0,False,,False,0.0,,31,8,batch_031,Batch market 031
2,Team 03,team_03_C,Baseline Drive,C,beginner,maturity,5,1,entry,112.0,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.44,0.0,0,0,0,-1,0.962,0.0,0.0,False,,False,0.0,,31,8,batch_031,Batch market 031
2,Team 04,team_04_A,Starter Pop,A,beginner,growth,3,1,entry,93.45,144,141,141,0.0442,134,56.6,56.6,56,0,160,0.9894,-87.4,87.4,-0.607,1.5443,5233.2,5448.24,1004.57,111.51,4043.48,0.0,379.24,24.66,-9177.01,82,0,0,-1,0.962,5.39,0.0,False,,False,0.0,,31,8,batch_031,Batch market 031
2,Team 04,team_04_B,Club Value,B,beginner,maturity,5,1,entry,102.9,125,123,123,0.0403,118,36.45,36.45,36,0,167,0.9876,-88.55,88.55,-0.7084,2.429,3704.4,4809.3,1040.88,65.37,3527.29,0.0,330.83,33.65,-8274.06,85,0,0,-1,0.962,0.0,6.7,False,,False,0.0,,31,8,batch_031,Batch market 031
2,Team 04,team_04_C,Flex Edge,C,mid,growth,2,2,hybrid,128.1,86,84,84,0.0433,80,55.75,55.75,55,0,58,0.9865,-30.25,30.25,-0.3517,0.5425,7045.5,3405.36,374.55,107.23,2408.88,0.0,225.93,57.41,-2848.49,33,0,0,0,1.0,1.31,0.0,False,,False,0.0,,31,8,batch_031,Batch market 031
2,Team 05,team_05_A,Club Control,A,mid,maturity,4,2,club,134.64,83,90,90,0.0176,88,48.33,48.33,48,0,69,0.9932,-34.67,34.67,-0.4177,0.7174,6462.72,3709.8,441.2,38.02,2290.43,0.0,0.0,62.3,-247.44,29,0,0,0,1.0,2.36,6.9,False,,False,0.0,,31,8,batch_031,Batch market 031
2,Team 05,team_05_B,Court Starter,B,beginner,maturity,5,1,club,104.04,72,78,78,0.0223,76,40.01,40.01,40,0,77,0.9999,-31.99,31.99,-0.4444,0.7997,4161.6,3158.22,485.57,40.17,1985.04,0.0,0.0,32.43,-1698.37,41,0,0,-1,0.962,0.0,6.1,False,,False,0.0,,31,8,batch_031,Batch market 031
2,Team 05,team_05_C,Club Spin,C,mid,growth,2,2,club,148.92,52,57,57,0.0157,56,68.78,68.78,59,0,0,0.8579,16.78,16.78,0.3226,0.2439,8786.28,2409.39,17.23,41.63,1450.61,90.0,0.0,75.53,4449.11,3,0,9,0,1.0,10.64,0.0,False,,False,0.0,Carried 9 backlog units.,31,8,batch_031,Batch market 031
2,Team 06,team_06_A,Elite Spin Pro,A,premium,growth,2,3,tour,186.24,132,112,112,0.005,111,58.25,58.25,58,0,115,0.9958,-73.75,73.75,-0.5587,1.2662,10801.92,6768.16,780.17,13.05,5757.86,0.0,1059.25,86.29,-5582.48,62,0,0,1,1.053,0.0,0.0,False,,False,0.0,,31,8,batch_031,Batch market 031
2,Team 06,team_06_B,Control Tour,B,mid,growth,3,2,tour,149.76,146,124,124,0.005,123,57.9,57.9,57,0,137,0.9844,-88.1,88.1,-0.6034,1.5215,8536.32,7237.88,921.83,12.83,6374.78,0.0,1172.75,51.87,-9177.84,71,0,0,0,1.0,0.0,0.0,False,,False,0.0,,31,8,batch_031,Batch market 031
2,Team 06,team_06_C,Club Prestige,C,mid,maturity,4,1,club,132.48,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.58,0.0,0,0,0,-1,0.906,0.0,0.0,False,,False,0.0,,31,8,batch_031,Batch market 031
2,Team 07,team_07_A,Momentum Edge,A,mid,growth,2,2,power,157.68,108,110,110,0.013,108,58.4,58.4,58,0,111,0.9932,-49.6,49.6,-0.4593,0.8493,9145.44,5712.3,689.6,33.86,4613.4,0.0,438.48,63.81,-3434.12,61,0,0,0,1.0,1.62,0.0,False,,False,0.0,,31,8,batch_031,Batch market 031
2,Team 07,team_07_B,Rise Power,B,premium,growth,3,3,power,192.24,76,78,78,0.018,76,58.7,58.7,58,0,42,0.988,-17.3,17.3,-0.2276,0.2947,11149.92,4148.04,268.73,47.02,3271.32,0.0,310.92,97.12,2006.3,24,0,0,1,1.053,1.85,0.0,False,,False,0.0,,31,8,batch_031,Batch market 031
2,Team 07,team_07_C,Court Wave,C,beginner,maturity,4,1,entry,112.32,99,101,101,0.0144,99,43.35,43.35,43,0,106,0.992,-55.65,55.65,-0.5621,1.2839,4829.76,5160.09,657.67,27.82,4235.94,0.0,402.6,19.29,-6464.85,50,0,0,-1,0.962,0.0,3.48,False,,False,0.0,,31,8,batch_031,Batch market 031
2,Team 08,team_08_A,Vector X,A,premium,growth,3,3,engineered,161.92,119,110,21,0.0069,20,57.01,57.01,57,0,20,0.9997,-61.99,61.99,-0.5209,1.0872,9229.44,1400.91,120.0,17.66,4732.14,0.0,854.61,61.0,1372.45,57,0,0,1,1.053,0.0,0.0,False,,False,0.0,Production capped from 110 to 21 by shared capacity or materials.,31,8,batch_031,Batch market 031
2,Team 08,team_08_B,Axis Control,B,mid,growth,2,2,engineered,131.12,145,134,25,0.0094,24,59.87,59.87,59,0,47,0.9855,-85.13,85.13,-0.5871,1.4219,7736.08,1630.25,282.0,25.02,5633.49,0.0,1017.39,31.7,-1620.4,82,0,0,0,1.0,0.0,0.0,False,,False,0.0,Production capped from 134 to 25 by shared capacity or materials.,31,8,batch_031,Batch market 031
2,Team 08,team_08_C,Baseline Drive,C,beginner,maturity,5,1,entry,98.56,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0,0,0,-1,0.962,0.0,0.0,False,,False,0.0,,31,8,batch_031,Batch market 031
3,Team 01,team_01_A,Elite Spin Pro,A,premium,growth,3,3,tour,209.52,85,87,87,0.005,86,71.38,71.38,71,0,82,0.9946,-13.62,13.62,-0.1602,0.1908,14875.92,5193.9,563.87,15.97,4029.84,0.0,442.57,103.5,2888.74,67,0,0,1,1.053,4.82,0.0,False,,False,0.0,,31,8,batch_031,Batch market 031
3,Team 01,team_01_B,Control Tour,B,mid,maturity,4,2,tour,168.48,95,97,97,0.005,96,51.62,51.62,51,0,132,0.988,-43.38,43.38,-0.4566,0.8404,8592.48,5625.03,872.13,11.47,4493.04,0.0,493.43,64.17,-4161.59,87,0,0,0,1.0,0.0,4.82,False,,False,0.0,,31,8,batch_031,Batch market 031
3,Team 01,team_01_C,Club Prestige,C,mid,maturity,4,1,club,149.04,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02,0.0,0,0,0,-1,0.904,0.0,0.0,False,,False,0.0,,31,8,batch_031,Batch market 031
3,Team 02,team_02_A,Momentum Edge,A,mid,growth,3,2,power,128.48,158,146,146,0.0338,141,69.44,69.44,69,0,83,0.9936,-88.56,88.56,-0.5605,1.2752,8865.12,7632.88,567.96,104.96,6175.01,0.0,793.88,42.08,-7031.45,11,0,0,0,1.0,5.45,0.0,False,,False,0.0,,31,8,batch_031,Batch market 031
3,Team 02,team_02_B,Rise Power,B,premium,maturity,4,3,power,156.64,112,104,104,0.0354,100,50.12,50.12,74,0,26,0.9984,-61.88,61.88,-0.5525,1.2346,11591.36,5662.8,205.83,118.05,4398.64,0.0,565.5,68.07,191.7,0,24,0,1,1.053,1.21,3.68,False,,False,0.0,,31,8,batch_031,Batch market 031
3,Team 02,team_02_C,Court Wave,C,beginner,maturity,5,1,entry,91.52,145,134,134,0.0387,128,47.94,47.94,47,0,99,0.9805,-97.06,97.06,-0.6694,2.0248,4301.44,6921.1,658.21,81.89,5667.47,0.0,728.62,5.75,-10185.13,18,0,0,-1,0.961,0.0,2.97,False,,False,0.0,,31,8,batch_031,Batch market 031
3,Team 03,team_03_A,Vector X,A,premium,maturity,4,3,engineered,184.0,90,90,90,0.005,89,54.69,54.69,54,0,104,0.9874,-35.31,35.31,-0.3923,0.6457,9936.0,5086.8,733.8,12.15,3796.63,0.0,388.8,88.42,-1166.55,69,0,0,1,1.053,0.0,4.12,False,,False,0.0,,31,8,batch_031,Batch market 031
3,Team 03,team_03_B,Axis Control,B,mid,growth,3,2,engineered,149.0,110,110,110,0.005,109,71.4,71.4,71,0,149,0.9945,-38.6,38.6,-0.3509,0.5407,10579.0,5989.5,1028.2,15.97,4640.33,0.0,475.2,55.49,-2985.83,111,0,0,0,1.0,4.12,0.0,False,,False,0.0,,31,8,batch_031,Batch market 031
3,Team 03,team_03_C,Baseline Drive,C,beginner,maturity,5,1,entry,112.0,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.37,0.0,0,0,0,-1,0.961,0.0,0.0,False,,False,0.0,,31,8,batch_031,Batch market 031
3,Team 04,team_04_A,Starter Pop,A,beginner,maturity,4,1,entry,93.45,144,141,141,0.0422,135,53.21,53.21,53,0,242,0.9961,-90.79,90.79,-0.6305,1.7063,4952.85,5566.68,1482.79,100.77,4138.7,0.0,379.24,23.11,-9652.61,160,0,0,-1,0.961,3.7,1.91,False,,False,0.0,,31,8,batch_031,Batch market 031
3,Team 04,team_04_B,Club Value,B,beginner,maturity,6,1,entry,102.9,125,123,123,0.0403,118,44.04,44.04,44,0,241,0.9992,-80.96,80.96,-0.6477,1.8385,4527.6,4913.85,1472.86,79.89,3610.35,0.0,330.83,32.09,-8311.12,167,0,0,-1,0.961,0.0,5.28,False,,False,0.0,,31,8,batch_031,Batch market 031
3,Team 04,team_04_C,Flex Edge,C,mid,growth,3,2,hybrid,128.1,86,84,84,0.0433,80,65.79,65.79,65,0,73,0.988,-20.21,20.21,-0.235,0.3072,8326.5,3478.44,456.34,126.72,2465.61,0.0,225.93,55.83,-2058.32,58,0,0,0,1.0,3.5,0.0,False,,False,0.0,,31,8,batch_031,Batch market 031
3,Team 05,team_05_A,Club Control,A,mid,maturity,5,2,club,134.64,83,90,87,0.0176,85,55.62,55.62,55,0,99,0.9888,-27.38,27.38,-0.3298,0.4922,7405.2,3664.44,594.0,43.57,2339.52,0.0,0.0,60.66,532.95,69,0,0,0,1.0,2.72,7.95,False,,False,0.0,Production capped from 90 to 87 by shared capacity or materials.,31,8,batch_031,Batch market 031
3,Team 05,team_05_B,Court Starter,B,beginner,maturity,6,1,club,104.04,72,78,76,0.0223,74,46.01,46.01,46,0,105,0.9998,-25.99,25.99,-0.361,0.565,4785.84,3145.64,630.0,46.2,2043.72,0.0,0.0,30.79,-1270.56,77,0,0,-1,0.961,0.0,7.01,False,,False,0.0,Production capped from 78 to 76 by shared capacity or materials.,31,8,batch_031,Batch market 031
3,Team 05,team_05_C,Club Spin,C,mid,growth,3,2,club,148.92,52,57,55,0.0157,54,79.18,79.18,54,22,0,0.6124,27.18,27.18,0.5227,0.3433,8041.68,2375.45,0.0,38.1,1479.01,120.0,0.0,73.87,3700.68,0,9,12,0,1.0,12.24,0.0,False,,False,0.0,Production capped from 57 to 55 by shared capacity or materials. Lost 22 sales units. Carried 12 backlog units.,31,8,batch_031,Batch market 031
3,Team 06,team_06_A,Elite Spin Pro,A,premium,growth,3,3,tour,186.24,132,112,112,0.005,111,72.45,72.45,72,0,154,0.9938,-59.55,59.55,-0.4512,0.822,13409.28,6910.4,1081.56,16.2,5893.36,0.0,1059.25,84.09,-3857.71,115,0,0,1,1.053,4.97,0.0,False,,False,0.0,,31,8,batch_031,Batch market 031
3,Team 06,team_06_B,Control Tour,B,mid,maturity,4,2,tour,149.76,146,124,124,0.005,123,53.21,53.21,53,0,207,0.9961,-92.79,92.79,-0.6356,1.744,7937.28,7392.88,1416.44,11.93,6524.79,0.0,1172.75,49.69,-10275.29,137,0,0,0,1.0,0.0,4.97,False,,False,0.0,,31,8,batch_031,Batch market 031
3,Team 06,team_06_C,Club Prestige,C,mid,maturity,4,1,club,132.48,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.46,0.0,0,0,0,-1,0.904,0.0,0.0,False,,False,0.0,,31,8,batch_031,Batch market 031
3,Team 07,team_07_A,Momentum Edge,A,mid,growth,3,2,power,157.68,108,110,110,0.013,108,71.55,71.55,71,0,148,0.9923,-36.45,36.45,-0.3375,0.5094,11195.28,5832.2,911.6,41.45,4722.3,0.0,438.48,61.73,-1960.01,111,0,0,0,1.0,5.92,0.0,False,,False,0.0,,31,8,batch_031,Batch market 031
3,Team 07,team_07_B,Rise Power,B,premium,maturity,4,3,power,192.24,76,78,78,0.016,76,55.06,55.06,55,0,63,0.9989,-20.94,20.94,-0.2755,0.3803,10573.2,4234.62,394.73,39.64,3348.54,0.0,310.92,95.02,1314.18,42,0,0,1,1.053,1.28,4.05,False,,False,0.0,,31,8,batch_031,Batch market 031
3,Team 07,team_07_C,Court Wave,C,beginner,maturity,5,1,entry,112.32,99,101,101,0.0144,99,50.89,50.89,50,0,155,0.9824,-48.11,48.11,-0.4859,0.9452,5616.0,5270.18,951.67,32.35,4335.93,0.0,402.6,17.21,-6236.9,106,0,0,-1,0.961,0.0,3.16,False,,False,0.0,,31,8,batch_031,Batch market 031
3,Team 08,team_08_A,Vector X,A,premium,maturity,4,3,engineered,161.92,119,110,110,0.005,109,53.21,53.21,53,0,76,0.996,-65.79,65.79,-0.5528,1.2363,8581.76,6273.3,509.2,11.93,4782.31,0.0,843.93,69.88,-4470.38,20,0,0,1,1.053,0.0,4.01,False,,False,0.0,,31,8,batch_031,Batch market 031
3,Team 08,team_08_B,Axis Control,B,mid,growth,3,2,engineered,131.12,145,134,134,0.0094,132,73.19,73.19,73,0,106,0.9974,-71.81,71.81,-0.4952,0.9812,9571.76,7316.4,700.8,30.96,5825.72,0.0,1028.07,41.51,-6198.72,47,0,0,0,1.0,4.01,0.0,False,,False,0.0,,31,8,batch_031,Batch market 031
3,Team 08,team_08_C,Baseline Drive,C,beginner,maturity,5,1,entry,98.56,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.93,0.0,0,0,0,-1,0.961,0.0,0.0,False,,False,0.0,,31,8,batch_031,Batch market 031
4,Team 01,team_01_A,Elite Spin Pro,A,premium,maturity,4,3,tour,209.52,85,87,87,0.005,86,72.77,72.77,72,0,96,0.9894,-12.23,12.23,-0.1439,0.1681,15085.44,5295.69,647.87,16.2,4122.06,0.0,442.57,101.27,2924.33,82,0,0,0,1.0,3.27,0.0,False,,False,0.0,,31,8,batch_031,Batch market 031
4,Team 01,team_01_B,Control Tour,B,mid,maturity,5,2,tour,168.48,95,97,97,0.005,96,60.61,60.61,60,0,168,0.9899,-34.39,34.39,-0.362,0.5673,10108.8,5738.52,1088.13,13.5,4595.86,0.0,493.43,61.94,-3183.92,132,0,0,-1,0.901,0.0,3.27,False,,False,0.0,,31,8,batch_031,Batch market 031
4,Team 01,team_01_C,Club Prestige,C,mid,maturity,4,1,club,149.04,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.89,0.0,0,0,0,-2,0.802,0.0,0.0,False,,False,0.0,,31,8,batch_031,Batch market 031
4,Team 02,team_02_A,Momentum Edge,A,mid,maturity,4,2,power,128.48,158,146,146,0.0318,141,66.89,66.89,66,0,158,0.9866,-91.11,91.11,-0.5766,1.362,8479.68,7799.32,1087.92,94.46,6316.17,0.0,793.88,40.16,-8152.19,83,0,0,-1,0.901,3.87,0.0,False,,False,0.0,,31,8,batch_031,Batch market 031
4,Team 02,team_02_B,Rise Power,B,premium,maturity,5,3,power,156.64,112,104,104,0.0314,100,61.08,61.08,61,0,65,0.9987,-50.92,50.92,-0.4547,0.8337,9555.04,5785.52,489.67,86.33,4499.19,0.0,565.5,66.11,-2364.33,26,0,0,0,1.0,1.46,2.61,False,,False,0.0,,31,8,batch_031,Batch market 031
4,Team 02,team_02_C,Court Wave,C,beginner,maturity,6,1,entry,91.52,145,134,134,0.0387,128,57.8,57.8,57,0,170,0.9861,-87.2,87.2,-0.6014,1.5085,5216.64,7075.2,1148.42,99.31,5797.04,0.0,728.62,3.82,-10098.67,99,0,0,-2,0.921,0.0,2.72,False,,False,0.0,,31,8,batch_031,Batch market 031
4,Team 03,team_03_A,Vector X,A,premium,maturity,5,3,engineered,184.0,90,90,90,0.005,89,67.12,67.12,67,0,126,0.9982,-22.88,22.88,-0.2542,0.3409,12328.0,5189.4,880.2,15.08,3883.14,0.0,388.8,86.39,738.57,104,0,0,0,1.0,0.0,2.94,False,,False,0.0,,31,8,batch_031,Batch market 031
4,Team 03,team_03_B,Axis Control,B,mid,maturity,4,2,engineered,149.0,110,110,110,0.005,109,68.99,68.99,68,0,190,0.9857,-41.01,41.01,-0.3728,0.5944,10132.0,6114.9,1291.8,15.3,4746.06,0.0,475.2,53.46,-3778.45,149,0,0,-1,0.901,2.94,0.0,False,,False,0.0,,31,8,batch_031,Batch market 031
4,Team 03,team_03_C,Baseline Drive,C,beginner,maturity,5,1,entry,112.0,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.3,0.0,0,0,0,-2,0.921,0.0,0.0,False,,False,0.0,,31,8,batch_031,Batch market 031
4,Team 04,team_04_A,Starter Pop,A,beginner,maturity,5,1,entry,93.45,144,141,141,0.0422,135,59.04,59.04,59,0,318,0.9993,-84.96,84.96,-0.59,1.439,5513.55,5685.12,1933.86,112.17,4227.48,0.0,390.46,21.56,-6835.54,242,0,0,-2,0.921,3.47,5.42,False,,False,0.0,,31,8,batch_031,Batch market 031
4,Team 04,team_04_B,Club Value,B,beginner,decline,7,1,entry,102.9,115,113,113,0.0433,108,39.2,39.2,39,0,0,0.9949,-75.8,75.8,-0.6591,1.9338,4013.1,4630.74,20.73,76.08,3387.98,0.0,312.92,30.35,9939.2,241,0,0,-2,0.921,0.0,7.07,False,,True,14354.55,Retired at the end of the round.,31,8,batch_031,Batch market 031
4,Team 04,team_04_C,Team 04 NextGen,C,beginner,launch,0,3,beginner_nextgen,128.1,86,84,84,0.0533,79,86.04,86.04,79,0,0,0.9182,0.04,0.04,0.0004,0.0004,10119.9,3551.52,15.41,189.56,2518.5,70.0,232.62,54.25,7750.38,0,0,7,0,1.0,9.02,0.0,True,,False,4208.09,Newly launched this round. Carried 7 backlog units.,31,8,batch_031,Batch market 031
4,Team 05,team_05_A,Club Control,A,mid,maturity,6,2,club,134.64,83,90,76,0.0176,74,65.16,65.16,65,0,108,0.9976,-17.84,17.84,-0.215,0.2738,8751.6,3274.08,648.0,51.49,2423.0,0.0,0.0,58.97,2086.96,99,0,0,-1,0.901,2.53,5.28,False,,False,0.0,Production capped from 90 to 76 by shared capacity or materials.,31,8,batch_031,Batch market 031
4,Team 05,team_05_B,Court Starter,B,beginner,decline,7,1,club,104.04,66,72,60,0.0253,58,44.47,44.47,44,0,119,0.9893,-21.53,21.53,-0.3261,0.484,4577.76,2545.8,714.0,50.13,1912.89,0.0,0.0,29.02,-828.04,105,0,0,-2,0.921,0.0,4.93,False,,False,0.0,Production capped from 72 to 60 by shared capacity or materials.,31,8,batch_031,Batch market 031
4,Team 05,team_05_C,Club Spin,C,mid,maturity,4,2,club,148.92,52,57,48,0.0137,47,72.66,72.66,47,25,0,0.5551,20.66,20.66,0.3974,0.2844,6999.24,2121.6,0.0,28.93,1530.31,120.0,0.0,72.13,2899.45,0,12,12,-1,0.901,7.68,0.0,False,,False,0.0,Production capped from 57 to 48 by shared capacity or materials. Lost 25 sales units. Carried 12 backlog units.,31,8,batch_031,Batch market 031
4,Team 06,team_06_A,Elite Spin Pro,A,premium,maturity,4,3,tour,186.24,132,112,112,0.005,111,73.87,73.87,73,0,192,0.9883,-58.13,58.13,-0.4404,0.787,13595.52,7051.52,1376.95,16.43,6028.86,0.0,1059.25,81.9,-4105.8,154,0,0,0,1.0,3.37,0.0,False,,False,0.0,,31,8,batch_031,Batch market 031
4,Team 06,team_06_B,Control Tour,B,mid,maturity,5,2,tour,149.76,146,124,124,0.005,123,62.4,62.4,62,0,268,0.9936,-83.6,83.6,-0.5726,1.3398,9285.12,7547.88,1857.05,13.95,6674.8,0.0,1172.75,47.51,-9813.0,207,0,0,-1,0.901,0.0,3.37,False,,False,0.0,,31,8,batch_031,Batch market 031
4,Team 06,team_06_C,Club Prestige,C,mid,maturity,4,1,club,132.48,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.33,0.0,0,0,0,-2,0.802,0.0,0.0,False,,False,0.0,,31,8,batch_031,Batch market 031
4,Team 07,team_07_A,Momentum Edge,A,mid,maturity,4,2,power,157.68,108,110,110,0.011,108,68.6,68.6,68,0,188,0.9912,-39.4,39.4,-0.3648,0.5743,10722.24,5951.0,1151.6,33.58,4830.1,0.0,438.48,59.67,-2720.11,148,0,0,-1,0.901,4.25,0.0,False,,False,0.0,,31,8,batch_031,Batch market 031
4,Team 07,team_07_B,Rise Power,B,premium,maturity,5,3,power,192.24,76,78,78,0.012,77,67.81,67.81,67,0,73,0.988,-8.19,8.19,-0.1077,0.1207,12880.08,4320.42,454.73,36.23,3424.98,0.0,310.92,92.94,3307.12,63,0,0,0,1.0,1.56,2.9,False,,False,0.0,,31,8,batch_031,Batch market 031
4,Team 07,team_07_C,Court Wave,C,beginner,maturity,6,1,entry,112.32,99,101,101,0.0144,99,61.93,61.93,61,0,193,0.9849,-37.07,37.07,-0.3744,0.5985,6851.52,5381.28,1179.67,39.47,4434.91,0.0,402.6,15.13,-5523.15,155,0,0,-2,0.921,0.0,2.91,False,,False,0.0,,31,8,batch_031,Batch market 031
4,Team 08,team_08_A,Vector X,A,premium,maturity,5,3,engineered,161.92,119,110,110,0.005,109,65.06,65.06,65,0,120,0.9991,-53.94,53.94,-0.4533,0.8291,10524.8,6404.2,826.39,14.62,4892.95,0.0,843.93,67.88,-3171.95,76,0,0,0,1.0,0.0,2.85,False,,False,0.0,,31,8,batch_031,Batch market 031
4,Team 08,team_08_B,Axis Control,B,mid,maturity,4,2,engineered,131.12,145,134,134,0.0074,133,71.49,71.49,71,0,168,0.9931,-73.51,73.51,-0.5069,1.0282,9309.52,7473.18,1137.61,23.72,5960.51,0.0,1028.07,39.53,-7098.91,106,0,0,-1,0.901,2.85,0.0,False,,False,0.0,,31,8,batch_031,Batch market 031
4,Team 08,team_08_C,Baseline Drive,C,beginner,maturity,5,1,entry,98.56,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.86,0.0,0,0,0,-2,0.921,0.0,0.0,False,,False,0.0,,31,8,batch_031,Batch market 031
1,Team 01,team_01_A,Elite Spin Pro,A,premium,launch,1,3,tour,209.52,85,87,87,0.005,86,119.61,119.61,86,24,0,0.719,34.61,34.61,0.4072,0.2894,18018.72,5013.81,71.87,19.35,3866.28,90.0,442.57,107.45,7001.17,0,0,9,0,1.0,0.0,0.0,False,,False,0.0,Lost 24 sales units. Carried 9 backlog units.,32,6,batch_032,Batch market 032
1,Team 01,team_01_B,Control Tour,B,mid,growth,2,2,tour,168.48,95,97,97,0.005,96,117.45,117.45,96,16,0,0.8174,22.45,22.45,0.2363,0.1911,16174.08,5426.18,80.13,21.6,4310.68,50.0,493.43,68.1,4305.73,0,0,5,-1,0.893,0.0,0.0,False,,False,0.0,Lost 16 sales units. Carried 5 backlog units.,32,6,batch_032,Batch market 032
1,Team 01,team_01_C,Club Prestige,C,mid,maturity,4,1,club,149.04,0,0,0,0.0,0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,0,0,0,-2,0.787,0.0,0.0,False,,False,0.0,,32,6,batch_032,Batch market 032
1,Team 02,team_02_A,Momentum Edge,A,mid,launch,1,2,power,128.48,158,146,122,0.0346,117,115.61,115.61,115,0,2,0.9947,-42.39,42.39,-0.2683,0.3667,14775.2,6228.1,12.0,178.91,5939.68,0.0,796.05,44.7,1133.75,0,0,0,-1,0.893,0.0,0.0,False,,False,0.0,Production capped from 146 to 122 by shared capacity or materials.,32,6,batch_032,Batch market 032
1,Team 02,team_02_B,Rise Power,B,premium,growth,2,3,power,156.64,112,104,86,0.0302,83,125.15,125.15,83,0,0,0.6632,13.15,13.15,0.1174,0.1051,13001.12,4604.44,0.0,112.86,4186.99,420.0,561.15,70.37,2588.79,0,0,42,0,1.0,0.0,0.0,False,,False,0.0,Production capped from 104 to 86 by shared capacity or materials. Carried 42 backlog units.,32,6,batch_032,Batch market 032
1,Team 02,team_02_C,Court Wave,C,beginner,growth,3,1,entry,91.52,145,134,112,0.0375,107,115.53,115.53,107,0,0,0.9261,-29.47,29.47,-0.2032,0.255,9792.64,5652.64,0.0,180.49,5452.82,80.0,730.8,8.32,-2790.5,0,0,8,-2,0.916,0.0,0.0,False,,False,0.0,Production capped from 134 to 112 by shared capacity or materials. Carried 8 backlog units.,32,6,batch_032,Batch market 032
1,Team 03,team_03_A,Vector X,A,premium,growth,2,3,engineered,184.0,90,90,90,0.005,89,130.12,130.12,89,20,0,0.684,40.12,40.12,0.4458,0.3083,16376.0,4905.0,81.0,20.02,3642.08,210.0,388.8,92.03,5801.22,0,0,21,0,1.0,0.0,0.0,False,,False,0.0,Lost 20 sales units. Carried 21 backlog units.,32,6,batch_032,Batch market 032
